관리번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업상태명,인허가일자,폐업일자
3810000-104-2020-00148,메가엠지씨커피 분당아름마을점,210809.200753361,433674.566222427,영업/정상,2020-06-25,
4060000-104-2020-00160,이디야 파주운정호수공원점,178016.07928186,468609.394156434,영업/정상,2020-07-13,
5640000-104-2020-00098,컴포즈커피용인죽전중앙점,210159.350235868,425189.454948553,영업/정상,2020-07-13,
3960100-104-2020-00126,매머드익스프레스일산문화공원점,179718.471062692,461975.053805917,영업/정상,2020-07-20,
5620000-104-2020-00124,컴포즈커피 용인유림점,218870.721373329,417473.750921268,영업/정상,2020-08-25,
5630000-104-2020-00156,이디야커피기흥역점,210337.183307286,419522.661846573,영업/정상,2020-08-25,
3990000-104-2020-00240,커피에반하다 충호회관점,219722.854238432,455647.743768873,영업/정상,2020-08-19,
3790000-104-2020-00128,메가엠지씨커피 산성역점,213214.240859635,439261.910750696,영업/정상,2020-08-27,
4060000-104-2020-00205,더벤티 파주봉일천점,183125.799876466,471341.925989653,영업/정상,2020-08-27,
4040000-104-2020-00142,컴포즈커피 미사SKV1점,217022.597087375,452638.886394738,영업/정상,2020-07-20,
5590000-104-2020-00074,메가엠지씨커피 양주삼숭점,209226.412983365,477134.245159661,영업/정상,2020-07-20,
3910029-104-2020-00058,더 벤티 평택고덕점,204778.804328708,393480.272827557,영업/정상,2020-06-29,
3910029-104-2020-00070,메가엠지씨커피 평택지산점,205621.025208422,397651.622312819,영업/정상,2020-07-22,
4010000-104-2020-00181,빽다방시흥은행점,182138.609031569,438051.677258388,영업/정상,2020-07-17,
4010000-104-2020-00183,빽다방시흥은계점,182474.148969748,437067.114231,영업/정상,2020-07-17,
3900000-104-2023-00010,매머드익스프레스광명역코스트코앞점,189919.310945708,435641.27717849,영업/정상,2023-02-01,
5620000-104-2020-00105,이디야용인천리점,218338.558648907,410028.20719772,영업/정상,2020-07-22,
4080000-104-2020-00073,이디야 안성아양지구점,222932.895631286,389650.982927548,영업/정상,2020-08-13,
3900000-104-2020-00073,컴포즈커피광명소하점,189608.367508215,438352.792498917,영업/정상,2020-08-26,
4040000-104-2020-00163,매머드익스프레스 미사스마트밸리점,216230.173359713,449965.495275694,영업/정상,2020-08-13,
3990000-104-2020-00253,컴포즈커피 남양주호평점,221468.586010805,461438.064834388,영업/정상,2020-08-28,
5620000-104-2020-00103,이디야용인마평점,218798.731044861,414822.665554376,영업/정상,2020-07-10,
3950000-104-2020-00167,컴포즈커피일산서정마을점,186317.225,457383.395,영업/정상,2020-08-26,
5610000-104-2020-00201,컴포즈커피(수원영통아이파크점),206801.855826737,416659.168174474,영업/정상,2020-08-21,
5530000-104-2020-00396,이디야커피(동탄하나로유통센터),209301.955820977,411821.375216781,영업/정상,2020-08-26,
3820000-104-2020-00145,이디야커피,205546.789507639,471359.016843195,영업/정상,2020-08-13,
5550000-104-2020-00095,컴포즈커피안산한대점,186763.014967958,422892.124895277,영업/정상,2020-08-20,
4040000-104-2020-00168,컴포즈커피 위례지웰점,213134.726350377,442146.672049158,영업/정상,2020-08-20,
4010000-104-2020-00229,메가엠지씨커피시흥대야점,181496.707399738,437799.755836763,영업/정상,2020-08-24,
4010000-104-2020-00221,컴포즈커피시흥배곧도서관점,176366.853612678,430275.682261144,영업/정상,2020-08-12,
3810000-104-2020-00191,이디야 분당서현시범단지점,211462.754186616,430856.274957711,영업/정상,2020-07-31,
3990000-104-2020-00245,빽다방 다산중앙점,213390.437420814,457939.08625924,영업/정상,2020-08-20,
5630000-104-2020-00150,만랩커피 기흥테라타워점,206320.323936435,414389.317976236,영업/정상,2020-08-18,
5590000-104-2020-00092,더벤티 옥정호수공원점,208453.258399746,479854.56174649,영업/정상,2020-08-24,
5590000-104-2020-00088,이디야 양주IC점,207620.155700655,481756.492763649,영업/정상,2020-08-12,
3910000-104-2020-00120,메가엠지씨커피 평택아너스빌점,209892.577195142,388077.848724946,영업/정상,2020-08-24,
3950000-104-2020-00149,메가엠지씨커피능곡중앙점,184416.437629227,457558.598977662,영업/정상,2020-07-28,
4040000-104-2020-00180,매머드익스프레스 미사그랑파사쥬점,216873.670459282,451296.310681802,영업/정상,2020-08-31,
3990000-104-2020-00222,이디야커피 오남역점,216827.101326901,467049.058588183,영업/정상,2020-07-31,
5590000-104-2020-00083,메가엠지씨커피 양주덕계점,203979.734322672,479610.147540215,영업/정상,2020-08-05,
4090000-104-2020-00179,메가엠지씨커피 김포양곡점,167009.307712122,461533.395296164,영업/정상,2020-08-12,
4080000-104-2020-00071,메가엠지씨커피 안성공도중앙점,215151.330734784,388674.582028696,영업/정상,2020-08-05,
5600000-104-2021-00065,포천신북점이디야,219598.745501043,491795.518598646,영업/정상,2021-07-07,
5600000-104-2021-00066,컴포즈커피포천신읍점,217770.594509763,488233.922536315,영업/정상,2021-07-07,
3990000-104-2021-00230,빽다방 별내로데오점,210860.943684462,460557.751990598,영업/정상,2021-07-15,
3980000-104-2021-00065,메가엠지씨커피 갈매더샵점,209857.969098716,458155.222459478,영업/정상,2021-07-14,
5530000-104-2021-00367,매머드익스프레스 동탄IX타워점,207902.474796614,412102.059482355,영업/정상,2021-07-12,
4040000-104-2021-00190,매머드익스프레스 미사호반써밋점,217252.793243984,451427.874998836,영업/정상,2021-07-20,
4060000-104-2021-00193,더벤티 파주운정점,177440.020027393,467654.703534219,영업/정상,2021-07-12,
3990000-104-2021-00225,더 벤티(THE VENTI),222406.657573859,460923.028890168,영업/정상,2021-07-12,
5630000-104-2021-00117,주식회사 만랩커피삼성반도체점,207061.022316272,414254.719707352,영업/정상,2021-07-12,
5530000-104-2021-00379,컴포즈커피 동탄테크노밸리점,207902.474796614,412102.059482355,영업/정상,2021-07-19,
4040000-104-2021-00179,이디야커피 하남현대지식산업센터 2차점,217964.353815516,450753.941494285,영업/정상,2021-07-07,
3990000-104-2021-00234,감성커피 평내중흥점,221271.885763634,460424.82089535,영업/정상,2021-07-19,
4060000-104-2021-00187,매머드익스프레스 파주운정호수점,178119.483493311,468637.123628964,영업/정상,2021-07-07,
4090000-104-2021-00240,컴포즈커피 김포태장로점,171422.233814788,459441.250140905,영업/정상,2021-07-15,
3950000-104-2021-00188,더벤티 원흥푸르지오점,188670.479735867,460881.388557364,영업/정상,2021-07-12,
5610000-104-2021-00221,이디야커피 광교에듀타운점,204621.210159385,420339.583766094,영업/정상,2021-08-25,
4010000-104-2021-00226,컴포즈커피시흥시청점,182426.737985365,431069.675086458,영업/정상,2021-07-26,
3790000-104-2021-00107,컴포즈커피 판교파미어스몰점,208613.865984257,434443.112052722,영업/정상,2021-08-12,
3800000-104-2021-00081,빽다방 상대원시장점,213946.943240571,437098.043311403,영업/정상,2021-08-02,
4090000-104-2021-00229,메가엠지씨커피 김포운유초점,170171.462957829,460661.253550306,영업/정상,2021-07-06,
3790000-104-2021-00118,이디야 판교파미어스몰점,208613.865984257,434443.112052722,영업/정상,2021-08-26,
4040000-104-2021-00199,매머드 익스프레스 하남U1,217044.982167915,449307.942535913,영업/정상,2021-08-02,
3900000-104-2021-00078,메가엠지씨커피광명아크포레점,187147.929934277,441194.090012413,영업/정상,2021-08-02,
3980000-104-2021-00062,컴포즈커피 구리인창중앙공원점,211838.365451434,455927.257993319,영업/정상,2021-07-06,
5600000-104-2021-00091,매머드익스프레스포천소흘점,212813.555588469,480603.324397353,영업/정상,2021-08-26,
5530000-104-2021-00498,컴포즈커피 병점아이파크캐슬점,202355.730541757,411253.155759232,영업/정상,2021-08-26,
3990000-104-2021-00268,매머드 익스프레스 별내 파라곤 스퀘어점,211235.410468488,461067.506789155,영업/정상,2021-08-12,
3990000-104-2021-00302,컴포즈커피 진접역엠타워점,217778.358641152,468642.326585464,영업/정상,2021-09-07,
3990000-104-2021-00303,컴포즈커피 남양주퇴계원점,212481.237227929,461102.561282176,영업/정상,2021-09-07,
5630000-104-2021-00163,컴포즈커피 용인동백역브릭스점,213516.408659025,418707.003375932,영업/정상,2021-09-10,
4030000-104-2021-00083,매머드커피 익스프레스 에이스청계타워점,198818.047343262,432828.405523573,영업/정상,2021-09-23,
3820000-104-2021-00202,컴포즈커피 민락점,208366.333241529,471429.753698083,영업/정상,2021-09-07,
4060000-104-2021-00239,더벤티 파주교하점,175148.614992533,469198.484678665,영업/정상,2021-08-26,
3990000-104-2021-00264,매머드익스프레스 다산중앙점,213243.423019049,458126.562883049,영업/정상,2021-08-10,
5530000-104-2021-00433,컴포즈커피 화성병점중앙로점,203291.006112504,412295.252699939,영업/정상,2021-08-10,
4010000-104-2021-00261,메가엠지씨커피시흥배곧타운점,175660.494857431,430711.173870894,영업/정상,2021-09-07,
3990000-104-2021-00320,컴포즈커피 별내파라곤스퀘어점,211235.410468488,461067.506789155,영업/정상,2021-09-23,
5550000-104-2021-00110,메가엠지씨커피 안산사동중앙,186415.435295705,420185.68759134,영업/정상,2021-08-10,
4070000-104-2021-00133,빽다방 이천하이닉스점,243399.342452363,416842.326485657,영업/정상,2021-09-17,
3750000-104-2021-00071,컴포즈커피 수원장안구청점,200746.489299722,422239.195379247,영업/정상,2021-07-08,
3900000-104-2021-00095,메가엠지씨커피광명자이타워점,190065.842747806,435237.590687614,영업/정상,2021-09-08,
3950000-104-2021-00265,컴포즈커피 고양원흥지식센터점,188913.048541656,459643.367557637,영업/정상,2021-09-29,
3810000-104-2021-00171,컴포즈커피 분당우성점,211634.947468641,430700.43371996,영업/정상,2021-07-13,
5530000-104-2021-00546,컴포즈커피화성시청점,184520.624648701,410980.854894825,영업/정상,2021-09-17,
4040000-104-2021-00246,더 벤티 하남 현대지식산업센터점,218091.759753711,450614.564841249,영업/정상,2021-09-29,
3760000-104-2021-00149,메가커피수원오목천점,196675.988969925,415918.180929504,영업/정상,2021-09-08,
4020000-104-2021-00082,메가엠지씨커피산본학원가점,193761.997434636,429149.380065193,영업/정상,2021-09-08,
3850000-104-2021-00116,더벤티 범계점,195664.729348617,432092.866186939,영업/정상,2021-09-08,
4040000-104-2021-00186,컴포즈커피 하남감일지구점,214263.579341001,445286.086876615,영업/정상,2021-07-13,
3760000-104-2021-00158,감성커피 수원고색점,197953.978245558,415576.359129681,영업/정상,2021-09-29,
3820000-104-2021-00208,메가엠지씨커피 어룡역점,207587.889700481,471180.195327247,영업/정상,2021-09-16,
5530000-104-2021-00551,이디야커피 동탄여울공원점,207987.268517449,411169.459964605,영업/정상,2021-09-24,
3990000-104-2021-00261,더벤티 남양주진접점,217379.585058057,468056.248311542,영업/정상,2021-08-06,
4000000-104-2021-00079,컴포즈커피오산궐동점,204768.390931038,406279.565156791,영업/정상,2021-07-30,
3750000-104-2021-00086,빽다방(수원북문점),201042.105437482,420966.276756211,영업/정상,2021-08-17,
4040000-104-2021-00184,컴포즈커피 하남미사역점,216984.005356412,451047.219850785,영업/정상,2021-07-09,
5540000-104-2021-00130,컴포즈커피(광주쌍령점),224370.474083492,432875.547356124,영업/정상,2021-07-23,
3990000-104-2021-00241,컴포즈커피 다산센트럴점,214401.325689743,457468.412255142,영업/정상,2021-07-23,
3950000-104-2021-00209,컴포즈커피 고양원흥점,188896.95594083,460830.916187383,영업/정상,2021-08-09,
5600000-104-2021-00085,이디야 내촌점,219417.722941932,472935.2381955,영업/정상,2021-08-13,
5610000-104-2021-00207,매머드 익스프레스 광교법조타운점,205823.568119412,421057.602005781,영업/정상,2021-08-17,
4040000-104-2021-00203,매머드 익스프레스 미사SKV1점,217022.597087375,452638.886394738,영업/정상,2021-08-09,
3850000-104-2021-00105,메가엠지씨커피 안양법원점,196665.383428169,432802.932186405,영업/정상,2021-08-23,
5530000-104-2021-00354,컴포즈커피 동탄화남초점,208677.925612154,406890.469700724,영업/정상,2021-07-05,
5560000-104-2021-00087,메가엠지씨커피 안산법원점,184655.783469792,423382.735893935,영업/정상,2021-07-09,
3900000-104-2021-00083,이디야광명중대병원점,189939.241583657,435788.362452638,영업/정상,2021-08-09,
3770000-104-2021-00077,커피에반하다 수원시청역점,202579.409175689,418316.07479344,영업/정상,2021-07-09,
3980000-104-2021-00067,컴포즈커피구리갈매점,210255.288097314,458816.066690366,영업/정상,2021-07-23,
4100100-104-2021-00130,메가엠지씨커피일산서구점,179715.317814401,465248.03770131,영업/정상,2021-07-05,
4070000-104-2021-00117,더벤티 이천터미널점,239584.173775987,419682.551776289,영업/정상,2021-08-17,
3790000-104-2021-00117,매머드익스프레스 성남이마트점,212536.315833934,438034.544940658,영업/정상,2021-08-23,
5640000-104-2021-00105,이디야상현마을점,206546.915196034,422276.089727443,영업/정상,2021-07-05,
5640000-104-2021-00107,빽다방 용인수지신봉점,206782.829190756,424596.53515626,영업/정상,2021-07-05,
3820000-104-2021-00179,더벤티(회룡역점),204046.197274978,469024.652121843,영업/정상,2021-08-09,
4060000-104-2021-00259,더벤티 파주야당한빛점,177760.596247087,467979.607096145,영업/정상,2021-09-09,
4060000-104-2021-00230,메가엠지씨커피 야당중앙점,179031.464837555,467797.308120051,영업/정상,2021-08-20,
3910029-104-2021-00118,더벤티평택삼성점,204303.44523864,393028.756036294,영업/정상,2021-09-03,
4010000-104-2021-00271,컴포즈커피시흥은행사거리점,181977.351795671,437476.202959602,영업/정상,2021-09-14,
4140000-104-2021-00023,더 벤티 연천역점,206444.964576692,510672.313478556,영업/정상,2021-09-03,
5530000-104-2021-00522,빽다방 동탄영천K밸리점,208041.340974741,412060.110598187,영업/정상,2021-09-03,
3770000-104-2021-00106,더벤티 수원인계점,202706.355932742,418367.445293583,영업/정상,2021-09-14,
4020000-104-2021-00079,메가엠지씨커피 군포송정지구점,193213.003904658,423849.913734502,영업/정상,2021-08-20,
4040000-104-2021-00211,빽다방 하남미사역점,216887.982339673,451150.494557284,영업/정상,2021-08-20,
3980000-104-2021-00077,메가엠지씨커피 갈매한라비발디점,210680.801577069,459372.801011517,영업/정상,2021-08-20,
5540000-104-2021-00140,컴포즈커피 경기광주터미널점,223061.389182349,434193.70905707,영업/정상,2021-07-29,
3820000-104-2021-00177,컴포즈커피 의정부호원점,203747.064323036,469498.514417136,영업/정상,2021-08-05,
3990000-104-2021-00297,빽다방 별내파라곤스퀘어점,211235.410468488,461067.506789155,영업/정상,2021-09-02,
3980000-104-2021-00088,컴포즈커피 구리수택삼거리점,212520.049726036,454998.940223765,영업/정상,2021-09-13,
4060000-104-2021-00268,이디야 운정가람점,178565.272077335,470319.206043735,영업/정상,2021-09-15,
5630000-104-2021-00139,메가엠지씨커피 구성점,209477.003853006,421985.208931917,영업/정상,2021-08-23,
5530000-104-2021-00503,빽다방 동탄호수공원점,209458.295980516,407146.842461252,영업/정상,2021-08-27,
3990000-104-2021-00231,더벤티 별내파라곤스퀘어점,211235.410468488,461067.506789155,영업/정상,2021-07-16,
3900000-104-2021-00091,컴포즈커피광명소하1동점,190261.768464364,438825.05731147,영업/정상,2021-09-02,
5630000-104-2021-00121,컴포즈커피(용인흥덕점),206410.820408554,419409.772519879,영업/정상,2021-07-16,
3950000-104-2021-00191,메가엠지씨커피 고양내유점,186121.526488627,469248.686071664,영업/정상,2021-07-16,
3990000-104-2021-00310,메가엠지씨커피 남양주마석역점,227041.98694123,461171.705382516,영업/정상,2021-09-13,
4090000-104-2021-00282,메가엠지씨커피 김포금빛초점,171735.098833035,459278.755359443,영업/정상,2021-08-23,
3760000-104-2021-00122,메가엠지씨커피 수원아이파크시티점,202599.794401948,416089.125805678,영업/정상,2021-07-16,
3760000-104-2021-00123,컴포즈커피수원권선세류점,201507.402660853,417397.371010117,영업/정상,2021-07-16,
3850000-104-2021-00110,컴포즈커피(안양호계점),196609.75025329,428912.306681884,영업/정상,2021-09-02,
3950000-104-2021-00254,이디야커피 서오릉점,190378.369027228,458411.83523547,영업/정상,2021-09-13,
5530000-104-2021-00438,더벤티 화성향남시범점,192470.655401076,402684.622341628,영업/정상,2021-08-11,
4100100-104-2021-00127,매머드익스프레스 킨텍스꿈에그린점,177925.172169511,462673.381313058,영업/정상,2021-07-02,
4100100-104-2021-00164,더벤티 킨텍스꿈에그린점,177925.172169511,462673.381313058,영업/정상,2021-09-06,
3950000-104-2021-00220,더벤티 행신SK점,185127.524044836,457455.463725829,영업/정상,2021-08-18,
5590000-104-2021-00114,빽다방 옥정다올스퀘어점,207826.239363612,479123.398494912,영업/정상,2021-08-11,
3900000-104-2021-00093,메가엠지씨커피광명초사거리점,187359.578008263,441836.035666365,영업/정상,2021-09-06,
3810000-104-2021-00209,컴포즈커피 수내푸른마을점,211239.634498391,429456.03659767,영업/정상,2021-09-01,
3820000-104-2021-00198,메가엠지씨커피 의정부녹양점,202825.828028672,472872.375880979,영업/정상,2021-09-01,
3990000-104-2021-00245,컴포즈커피 별내북부점,210223.646988094,462816.418807795,영업/정상,2021-07-27,
3790000-104-2021-00105,컴포즈커피 성남산성점,213150.727958418,439150.626011968,영업/정상,2021-08-11,
3790000-104-2021-00106,매머드익스프레스 위례역점,212300.820554968,440319.516639547,영업/정상,2021-08-11,
4100100-104-2022-00246,컴포즈커피 고양덕산로점,174689.515828907,465770.891095924,영업/정상,2022-12-09,
4090000-104-2022-00348,메가엠지씨커피 김포풍무중점,175772.869454506,455381.397110303,영업/정상,2022-12-09,
4080000-104-2022-00130,컴포즈커피 안성연지점,224038.198242039,389948.390253091,영업/정상,2022-12-02,
3850000-104-2022-00144,컴포즈커피 홈플러스평촌점,195583.711564712,432382.548041467,영업/정상,2022-11-29,
4030000-104-2022-00052,컴포즈커피 의왕계원예대점,197546.884964827,430810.742546668,영업/정상,2022-12-21,
5530000-104-2022-00663,컴포즈커피 화성조암점,183899.792946318,398259.752374605,영업/정상,2022-12-02,
3910029-104-2022-00184,메가엠지씨커피 고덕메디컬센터점,203929.10415398,394024.031563431,영업/정상,2022-11-15,
3960100-104-2023-00003,메가엠지씨커피 백석안산공원사거리점,180922.76218098,460325.825632565,영업/정상,2023-01-16,
3770000-104-2022-00176,메가엠지씨커피 수원통닭거리점,201511.645507386,419725.245369791,영업/정상,2022-12-09,
3990000-104-2022-00362,메가엠지씨커피 다산역점,213243.423019049,458126.562883049,영업/정상,2022-12-09,
4070000-104-2022-00154,컴포즈커피 이천마장점,231332.169497488,416862.812585705,영업/정상,2022-12-09,
3800000-104-2023-00003,매머드익스프레스 성남시청점,211209.513655091,435167.138503074,영업/정상,2023-01-20,
5610000-104-2023-00009,컴포즈커피 망포플래티넘베이스점,204502.228948359,415907.641170844,영업/정상,2023-01-25,
5530000-104-2023-00025,컴포즈커피 화성봉담신수마을점,194723.184124159,414010.450762778,영업/정상,2023-01-20,
5530000-104-2023-00026,메가엠지씨커피 동탄영천한백점,210184.816321459,411541.542628673,영업/정상,2023-01-20,
3950000-104-2023-00014,매머드익스프레스 고양화정점,185105.494090047,458692.425472363,영업/정상,2023-01-27,
4020000-104-2023-00005,메가엠지씨커피 산본사거리점,194238.150937542,429967.232983151,영업/정상,2023-01-19,
5610000-104-2022-00279,메가엠지씨커피 영통청명점,206556.351819145,417113.766621288,영업/정상,2022-12-28,
3760000-104-2023-00008,매머드익스프레스 고색중앙점,198793.487609772,415542.884041635,영업/정상,2023-01-19,
3770000-104-2023-00008,메가MGC커피 화성행궁점,201241.507358305,419760.469681479,영업/정상,2023-01-19,
3900000-104-2023-00008,빽다방철산롯데캐슬점,188317.189598343,441709.401836907,영업/정상,2023-01-25,
4030000-104-2023-00004,더 벤티 의왕내손주공점,197404.150956793,430831.889183026,영업/정상,2023-01-27,
3910029-104-2023-00005,컴포즈커피평택에이스고덕점,204644.581476897,393779.908978304,영업/정상,2023-01-19,
4010000-104-2023-00012,매머드익스프레스시흥능곡역점,182876.886623944,429778.070211711,영업/정상,2023-01-19,
5530000-104-2022-00680,메가엠지씨커피 화성남양중앙점,185039.702138874,411999.511486246,영업/정상,2022-12-12,
4090000-104-2022-00357,컴포즈커피 김포고창마을점,170044.55119491,460372.922948251,영업/정상,2022-12-28,
4080000-104-2022-00134,더벤티 안성석정점,223179.87858531,389743.705325641,영업/정상,2022-12-08,
3910029-104-2022-00199,더벤티 평택고덕파라곤점,203956.512985445,394664.468517983,영업/정상,2022-12-05,
3950000-104-2023-00001,메가엠지씨커피 고양도래울점,188340.255006744,458302.786872877,영업/정상,2023-01-02,
5560000-104-2022-00174,컴포즈커피안산초지로사거리점,183650.687756871,422993.304051513,영업/정상,2022-12-08,
3790000-104-2023-00001,매머드익스프레스 성남을지대점,214626.864494043,439962.551215606,영업/정상,2023-01-02,
3910000-104-2022-00204,컴포즈커피(Compose Coffee) 평택세교부영점,207566.304246297,389061.121268849,영업/정상,2022-12-15,
3990000-104-2022-00336,빽다방 다산새봄점,213853.14929668,457559.127461159,영업/정상,2022-11-11,
3960100-104-2022-00180,컴포즈커피 일산풍동점,182323.199490397,462789.509070572,영업/정상,2022-12-08,
4090000-104-2023-00002,컴포즈커피 김포시청점,175015.152564151,457505.576488174,영업/정상,2023-01-02,
5540000-104-2022-00226,이디야커피 경기광주산이리점,227938.185782584,428730.793803672,영업/정상,2022-11-28,
3980000-104-2022-00110,컴포즈커피 갈매금강펜테리움점,210943.005419279,459321.36955802,영업/정상,2022-11-21,
3970000-104-2022-00038,메가엠지씨커피 과천힐스테이트점,199100.020019967,436409.924391081,영업/정상,2022-11-25,
3810000-104-2022-00317,빽다방 분당수내역1번출구점,210226.801409465,430836.903774012,영업/정상,2022-12-01,
3980000-104-2022-00113,매머드 익스프레스 구리한양대병원점,211570.851319147,455498.184200351,영업/정상,2022-11-28,
3990000-104-2022-00353,더벤티 진접역점,217938.180580812,468791.368652375,영업/정상,2022-12-01,
3910038-104-2023-00001,컴포즈커피 평택안중터미널점,193121.466475493,386342.101094516,영업/정상,2023-01-04,
5560000-104-2022-00167,메가엠지씨커피 안산와동빌라삼거리점,184543.665807102,425535.516277654,영업/정상,2022-12-01,
5590000-104-2022-00157,메가엠지씨커피 덕계역점,204818.198656222,479562.802632092,영업/정상,2022-11-25,
5530000-104-2022-00648,매머드 익스프레스 동탄W스페이스점,208575.863562439,412243.864310784,영업/정상,2022-11-25,
4000000-104-2022-00109,컴포즈커피오산더테라스점,206980.535244214,403378.747494224,영업/정상,2022-11-28,
5610000-104-2022-00269,이디야 광교아이스링크점,206116.363302046,420012.286886818,영업/정상,2022-12-01,
3810000-104-2022-00306,메가엠지씨커피 이매역점,211137.352884934,432456.617881096,영업/정상,2022-11-21,
3850000-104-2022-00159,컴포즈커피 평촌 꿀벌말점,198154.630568919,432343.053078665,영업/정상,2022-12-20,
4010000-104-2023-00008,메가엠지씨커피시흥매화점,183448.271635276,434876.231362866,영업/정상,2023-01-12,
5530000-104-2022-00650,더벤티 수원대점,197881.661356883,412441.197590701,영업/정상,2022-11-28,
5530000-104-2022-00651,메가엠지씨 커피동탄아너스빌점,211263.986968706,409386.934983156,영업/정상,2022-11-28,
4060000-104-2022-00313,컴포즈커피 파주문산자유시장점,181077.203688623,483964.281179073,영업/정상,2022-11-28,
3910000-104-2022-00189,메가엠지씨커피 평택역SK뷰점,206787.259007986,388183.863688166,영업/정상,2022-11-18,
5530000-104-2022-00632,매머드익스프레스 동탄샹보르줌타워점,209032.624781303,412548.757173641,영업/정상,2022-11-14,
3790000-104-2022-00098,이디야커피 을지대점,214636.189521803,439973.272016001,영업/정상,2022-11-18,
3990000-104-2022-00364,메가엠지씨커피(MEGAMGC COFFEE) 별내역점,211047.581577928,460377.706809703,영업/정상,2022-12-13,
3950000-104-2022-00275,메가엠지씨커피 삼송지축듀클래스점,192937.582062686,462814.123196617,영업/정상,2022-12-13,
4100100-104-2022-00236,매머드 익스프레스 일산주엽점,178668.321119565,463267.005753621,영업/정상,2022-11-23,
4010000-104-2022-00348,컴포즈커피시흥정왕역교차로점,177093.565360025,427737.480605401,영업/정상,2022-11-23,
4010000-104-2022-00357,컴포즈커피시흥시화로데오점,176632.562718335,427026.977285136,영업/정상,2022-11-30,
3900000-104-2022-00121,컴포즈커피,186203.367835354,440495.587633623,영업/정상,2022-11-23,
4070000-104-2022-00153,컴포즈커피 이천갈산점,240389.749346819,420458.712071313,영업/정상,2022-12-07,
5560000-104-2023-00005,컴포즈커피 안산고잔역남부점,184355.748914541,423700.031339551,영업/정상,2023-01-09,
3770000-104-2023-00009,컴포즈커피 수원센트럴프라자점,201642.649838866,418993.363526664,영업/정상,2023-01-26,
5530000-104-2023-00034,컴포즈커피 화성봉담원희캐슬점,195981.658924287,413019.62479955,영업/정상,2023-01-30,
3990000-104-2023-00013,메가엠지씨커피 진접역점,217783.785291999,468586.15640244,영업/정상,2023-01-30,
3850000-104-2023-00002,컴포즈커피 범계에이스점,194935.480263197,431676.995115037,영업/정상,2023-01-05,
3900000-104-2022-00130,매머드익스프레스철산역롯데캐슬점,188145.916679287,441940.56958837,영업/정상,2022-12-27,
4040000-104-2022-00276,컴포즈커피 하남신장점,217969.393409847,448441.762978754,영업/정상,2022-12-06,
3820000-104-2023-00007,컴포즈커피 의정부효자초교점,206961.769474369,471952.311505889,영업/정상,2023-01-10,
5640000-104-2022-00133,메가엠지씨커피 수지성동마을점,206138.881669414,424115.44363592,영업/정상,2022-11-16,
5530000-104-2023-00007,메가엠지씨커피 동탄센트럴파크점,205628.113089611,411804.508779064,영업/정상,2023-01-05,
5530000-104-2022-00667,메가엠지씨커피 동탄능동중앙점,205133.791293337,412806.039073587,영업/정상,2022-12-06,
3760000-104-2022-00232,컴포즈커피 수원권선시장점,202245.518229812,417120.639250765,영업/정상,2022-12-26,
4060000-104-2022-00336,메가엠지씨커피 파주당동중앙점,180972.638195607,485006.523601325,영업/정상,2022-12-26,
3790000-104-2022-00099,메가엠지씨커피 성남을지대점,214415.877216909,439549.252301078,영업/정상,2022-11-24,
3910029-104-2022-00190,컴포즈커피 평택고덕중앙점,203921.363473671,393965.481798398,영업/정상,2022-11-24,
3810000-104-2022-00330,매머드익스프레스(MAMMOTH EXPRESS) 오리역점,209623.23891222,426496.810392638,영업/정상,2022-12-26,
3930000-104-2022-00014,이디야커피대부도메르블루점,164798.68773233,413592.402555339,영업/정상,2022-12-23,
3760000-104-2022-00226,감성커피 수원금곡점,194772.371294097,419039.040296638,영업/정상,2022-12-19,
3910000-104-2022-00211,메가엠지씨커피 평택용죽점,211074.954386442,387956.992359574,영업/정상,2022-12-26,
3770000-104-2022-00161,이디야커피 수원시청점,202262.464773801,418098.710003406,영업/정상,2022-11-17,
4000000-104-2021-00045,더벤티(theventi)오산중앙CGV점,206236.908148515,404466.695572052,영업/정상,2021-05-21,
4070000-104-2021-00055,더벤티 이천하이닉스점,243530.032103899,416858.465761837,영업/정상,2021-05-07,
4020000-104-2021-00047,이디야커피군포대야미점,192633.479741563,424963.163081185,영업/정상,2021-05-25,
5530000-104-2021-00235,이디야 동탄무봉산점,211270.182050414,411192.04387414,영업/정상,2021-05-06,
3800000-104-2021-00057,빽다방 성남신구대점,214775.676615135,438250.440500089,영업/정상,2021-06-14,
3960100-104-2021-00133,더벤티 백석더리브점,180922.76218098,460325.825632565,영업/정상,2021-06-08,
3820000-104-2021-00106,더벤티 녹양역점,203574.460395678,473021.275668206,영업/정상,2021-05-25,
3820000-104-2021-00107,더벤티 신곡점,204840.57,469843.970000001,영업/정상,2021-05-25,
3820000-104-2021-00108,메가커피 의정부 중앙점,204226.168013801,470740.824896987,영업/정상,2021-05-25,
3850000-104-2021-00061,메가엠지씨커피 평촌로데오점,196587.715042503,432322.231939368,영업/정상,2021-05-25,
3850000-104-2021-00062,매머드익스프레스 인덕원디지털엠파이어점,197562.13158142,432743.905373422,영업/정상,2021-05-25,
5610000-104-2021-00118,이디야 수원아주대점,203893.751658299,419678.69825375,영업/정상,2021-05-25,
3950000-104-2021-00134,빽다방 고양신원당점,185626.867951354,461282.296703707,영업/정상,2021-05-21,
