관리번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업상태명,인허가일자,폐업일자
5560000-104-2019-00027,메가엠지씨커피홈플러스안산선부점,183322.266879279,425768.716754194,영업/정상,2019-02-20,
5620000-104-2019-00016,이디야커피용인에버랜드역점,219154.888487003,420583.895913217,영업/정상,2019-01-31,
3910038-104-2019-00016,메가엠지씨커피 평택청북점,192619.325594008,390763.213422595,영업/정상,2019-02-15,
3810000-104-2019-00030,컴포즈커피 오리역점,209483.071430173,426448.970179518,영업/정상,2019-02-20,
5560000-104-2019-00030,이디야(원곡점),182411.979747106,425098.896646276,영업/정상,2019-02-27,
3950000-104-2019-00012,커피에반하다화정은빛마을점,185335.262761336,459765.191068669,영업/정상,2019-01-24,
3990000-104-2019-00044,이디야다산역점,213287.69508987,458013.931086065,영업/정상,2019-02-20,
3820000-104-2019-00045,이디야 의정부KT교차로점,203738.2225692,470109.53923208,영업/정상,2019-03-19,
4040000-104-2019-00033,이디야(청아초교점),216865.938073529,450518.442486231,영업/정상,2019-03-19,
3790000-104-2019-00028,매머드커피 판교제2테크노밸리점,208205.898152936,434416.925187776,영업/정상,2019-03-15,
3790000-104-2019-00023,빽다방 성남신흥역점,212889.780307968,437694.304837431,영업/정상,2019-03-08,
4000000-104-2019-00010,메가엠지씨커피오산시청점,206645.94,405248.675,영업/정상,2019-01-28,
3960100-104-2019-00044,이디야 커피숍,179633.315549362,462306.038542828,영업/정상,2019-02-27,
4020000-104-2019-00023,커피에반하다군포금당로점,194919.081185773,428323.991185407,영업/정상,2019-02-28,
3810000-104-2019-00062,이디야 판교봇들마을점,210164.581817339,433596.809978563,영업/정상,2019-03-26,
4060000-104-2019-00061,메가엠지씨커피 금촌역점,180043.559684925,473635.495983817,영업/정상,2019-03-21,
3990000-104-2019-00082,이디야커피전문점진접역점,217783.785291999,468586.15640244,영업/정상,2019-03-22,
5540000-104-2019-00004,이디야 광주시청점,222230.023627536,436173.048338721,영업/정상,2019-01-09,
3900000-104-2019-00024,메가엠지씨커피광명소하점,189608.367508215,438352.792498917,영업/정상,2019-03-06,
4090000-104-2019-00034,메가엠지씨커피 김포운양점,171995.071795897,461426.947276012,영업/정상,2019-02-21,
4070000-104-2019-00011,이디야 커피,240254.30365186,419284.62693122,영업/정상,2019-01-08,
5540000-104-2019-00041,메가엠지씨커피 광주경안점,222882.555159122,434031.665256236,영업/정상,2019-03-05,
4060000-104-2022-00050,메가엠지씨커피 운정해오름마을점,176132.810612252,470186.678857332,영업/정상,2022-03-24,
4000000-104-2022-00039,빽다방오산고인돌공원점,204436.075052915,408075.264039273,영업/정상,2022-04-22,
5530000-104-2022-00222,메가엠지씨커피 동탄장지점,209520.357016773,406260.517895159,영업/정상,2022-04-26,
3820000-104-2022-00100,컴포즈커피 의정부신곡1동점,204840.57,469843.970000001,영업/정상,2022-04-21,
5560000-104-2022-00058,메가엠지씨커피선부중점,183583.505,427047.665,영업/정상,2022-04-26,
3990000-104-2022-00124,컴포즈커피 다산아이파크점,213705.760178465,458438.694866275,영업/정상,2022-04-21,
4100100-104-2022-00059,메가엠지씨커피 일산보건소사거리점,180100.187178004,464805.035196145,영업/정상,2022-04-26,
4070000-104-2023-00146,컴포즈커피 이천로데오점,239335.333005653,419976.453480433,영업/정상,2023-08-24,
5620000-104-2023-00140,메가엠지씨커피 용인서희스타힐스,217128.537999304,416007.133288544,영업/정상,2023-08-31,
5630000-104-2023-00110,메가엠지씨커피 용인기흥점,208488.794933077,418478.327130694,영업/정상,2023-08-31,
5590000-104-2023-00121,컴포즈커피 서정대학교보건복지관점,203277.363343628,483804.929931361,영업/정상,2023-08-03,
3850000-104-2023-00131,컴포즈커피안양귀인점,196487.530466297,431482.855725008,영업/정상,2023-08-31,
4010000-104-2023-00188,빽다방시흥배곧도서관점,176392.102,430255.346,영업/정상,2023-07-26,
4060000-104-2023-00181,메가엠지씨커피 파주교하초점,177626.056103492,472240.055456358,영업/정상,2023-08-16,
3770000-104-2023-00094,컴포즈커피 동수원월드메르디앙점,202760.463193136,419680.725221149,영업/정상,2023-08-03,
3750000-104-2023-00064,메가엠지씨커피 수원정자벽산점,199731.251403951,421379.157031248,영업/정상,2023-08-07,
4040000-104-2023-00188,더 벤티(하남덕풍점),217602.909177393,448768.099536563,영업/정상,2023-08-08,
3990000-104-2023-00213,더벤티 진접광릉점,218058.782250828,471611.314921339,영업/정상,2023-08-28,
3990000-104-2023-00190,메가엠지씨커피 덕소와부점,219267.589380238,454028.58185091,영업/정상,2023-08-08,
5640000-104-2023-00121,컴포즈커피 용인새터마을점,210605.94283013,425556.814759626,영업/정상,2023-08-07,
5640000-104-2023-00144,메가엠지씨커피 수지만현마을점,207538.277183139,423061.251429992,영업/정상,2023-09-13,
3820000-104-2023-00138,감성커피 의정부동오역점,204798.708801066,471582.442014422,영업/정상,2023-08-11,
3970000-104-2023-00051,매머드 익스프레스 과천디테크A타워점,197918.302255043,434646.387855287,영업/정상,2023-07-14,
4040000-104-2023-00170,메가엠지씨커피 학암힐스테이트점,213601.844225309,442701.905797426,영업/정상,2023-07-14,
3840000-104-2023-00065,메가엠지씨커피 안양중앙점,192819.175117586,433252.981086524,영업/정상,2023-08-01,
3900000-104-2023-00075,더벤티아크포레자이점,187028.562470657,441194.943743626,영업/정상,2023-08-04,
3770000-104-2023-00102,메가엠지씨커피 수원인계한신점,202528.395966323,419233.859416815,영업/정상,2023-08-10,
5530000-104-2023-00400,빽다방 화성정남 발산점,198394.522116735,406664.674983067,영업/정상,2023-07-14,
3820000-104-2023-00132,빽다방 의정부세무서점,203166.043145008,470858.959588908,영업/정상,2023-08-01,
5530000-104-2023-00465,메가엠지씨커피 동탄중앙고점,209628.402846431,411080.816236071,영업/정상,2023-08-11,
3760000-104-2023-00154,메가엠지씨커피 수원모아미래도점,194444.549154702,419297.263520557,영업/정상,2023-08-11,
5610000-104-2023-00188,메가엠지씨커피 광교엘포트몰점,205049.975071918,420565.686783422,영업/정상,2023-08-01,
5610000-104-2023-00189,메가엠지씨커피 수원영통신나무실점,205723.629826335,416560.886346059,영업/정상,2023-08-01,
3910038-104-2023-00056,더벤티,192725.337909049,386375.291219752,영업/정상,2023-08-17,
4000000-104-2023-00090,메가엠지씨커피물향기수목원점,205170.712567794,407459.777185465,영업/정상,2023-08-14,
5640000-104-2023-00099,컴포즈커피 단대죽전점,210978.126955544,424644.107851357,영업/정상,2023-06-30,
5540000-104-2023-00118,메가엠지씨커피 경기광주송정점,222674.411493806,435092.082607899,영업/정상,2023-06-30,
5590000-104-2023-00110,더벤티 양주옥빛점,207949.53152323,479167.688397318,영업/정상,2023-06-30,
5530000-104-2023-00375,빽다방 화성봉담2지구점,195080.24610395,413862.774754655,영업/정상,2023-06-30,
3790000-104-2023-00083,메가엠지씨커피 가천대역점,211178.584765467,438529.407295378,영업/정상,2023-08-14,
3810000-104-2023-00244,빽다방 분당정자엠코점,209367.329343353,429002.656092716,영업/정상,2023-08-14,
3820000-104-2023-00139,컴포즈커피 의정부신곡건영점,205421.214448215,470812.461624323,영업/정상,2023-08-14,
3970000-104-2023-00057,더벤티 과천상상자이점,197773.619424604,434941.060654091,영업/정상,2023-08-18,
5550000-104-2023-00053,메가엠지씨커피 동안산병원점,186847.698504789,425987.888565773,영업/정상,2023-07-03,
5550000-104-2023-00078,더벤티 안산사동중앙점,186442.048766267,420284.073427901,영업/정상,2023-09-11,
4020000-104-2023-00063,매머드익스프레스 군포IT밸리점,195817.208398581,427507.591682852,영업/정상,2023-07-25,
3970000-104-2023-00048,더벤티 과천르센토데시앙,198708.992914162,434476.914157536,영업/정상,2023-07-03,
5550000-104-2023-00062,컴포즈커피 안산본오사거리점,187967.10171364,421755.033374402,영업/정상,2023-07-25,
5630000-104-2023-00118,빽다방 기흥역사거리점,210241.653682912,419396.766127857,영업/정상,2023-09-11,
5610000-104-2023-00219,이디야 광교플렉스데시앙점,203359.990003675,421484.772013662,영업/정상,2023-09-11,
5560000-104-2023-00102,컴포즈커피 안산문화광장점,185009.555650292,423582.017857749,영업/정상,2023-09-06,
3910029-104-2023-00078,(주)동원홈푸드 경동나비엔 서탄공장 이디야,203451.636476008,402374.169137736,영업/정상,2023-07-03,
5530000-104-2023-00513,메가엠지씨커피 병점아이파크점,202524.750770697,411449.96283797,영업/정상,2023-09-04,
5590000-104-2023-00144,더벤티 옥정신도시점,207709.74052756,481142.420333812,영업/정상,2023-09-04,
4090000-104-2023-00172,더벤티 김포장기중점,170393.647314004,460567.796925842,영업/정상,2023-07-28,
3990000-104-2023-00205,컴포즈커피 다산메트로3단지점,213012.25362105,457776.617207964,영업/정상,2023-08-22,
4010000-104-2023-00212,더벤티시흥능곡점,183094.315546217,429741.225241601,영업/정상,2023-08-22,
4090000-104-2023-00198,컴포즈커피 김포양촌점,166479.424635633,457257.804995428,영업/정상,2023-08-22,
3770000-104-2023-00091,메가엠지씨커피 수원못골사거리점,202432.125396824,420352.821314463,영업/정상,2023-07-31,
4020000-104-2023-00064,메가엠지씨커피 군포센트럴비즈파크점,195839.472347042,428356.418925634,영업/정상,2023-07-28,
5560000-104-2023-00084,매머드익스프레스 안산자유센터점,184639.208317913,424346.17696324,영업/정상,2023-07-28,
5530000-104-2023-00535,컴포즈커피 동탄에듀몰점,207636.724599237,409550.50724559,영업/정상,2023-09-13,
3770000-104-2023-00130,컴포즈커피 수원센트럴아이파크자이점,201936.99188333,418852.814789648,영업/정상,2023-09-07,
3750000-104-2023-00061,컴포즈커피 거북시장사거리점,201090.829825951,420991.511636952,영업/정상,2023-07-19,
5550000-104-2023-00056,빽다방 안산시그니처타워점,184702.325981498,420438.075575488,영업/정상,2023-07-07,
5560000-104-2023-00070,메가엠지씨커피 안산선부고점,181755.334534895,426410.767981719,영업/정상,2023-07-07,
5560000-104-2023-00071,빽다방 안산제1종합시장점,182579.884960826,426659.825150946,영업/정상,2023-07-07,
5700000-104-2023-00062,컴포즈커피 여주KCC스위첸점,257500.617431035,422361.102850945,영업/정상,2023-07-19,
3960100-104-2023-00106,컴포즈커피 일산오미산삼거리점,181236.561623789,467555.981616386,영업/정상,2023-07-19,
3980000-104-2023-00074,매머드 익스프레스 구리롯데점,212558.640847757,455554.92087711,영업/정상,2023-07-07,
4040000-104-2023-00179,메가엠지씨커피 미사SK V1점,217022.597087375,452638.886394738,영업/정상,2023-07-24,
5550000-104-2023-00060,컴포즈커피 안산본오중점,188069.887181929,421263.308819934,영업/정상,2023-07-20,
3990000-104-2023-00165,매머드 익스프레스(삼육대후문점),209645.313689502,460220.000336808,영업/정상,2023-07-07,
5630000-104-2023-00097,메가엠지씨커피 용인호수마을점,213543.408640454,420245.093323538,영업/정상,2023-08-10,
3770000-104-2023-00104,메가엠지씨커피 수원역점,200078.302531989,418247.122719156,영업/정상,2023-08-10,
3950000-104-2023-00132,고양행신점 더벤티,185365.363339976,457857.613684689,영업/정상,2023-07-21,
5530000-104-2023-00413,이디야 화성원평점,193142.708411727,416447.707682607,영업/정상,2023-07-21,
4040000-104-2023-00211,이디야 미사숲공원점,216669.870851707,450378.814550844,영업/정상,2023-09-05,
5530000-104-2023-00489,메가엠지씨커피 협성대점,195605.08512873,412758.702701929,영업/정상,2023-08-23,
5540000-104-2023-00144,컴포즈커피 경기광주초월점,225458.245799485,430553.516340303,영업/정상,2023-09-01,
4040000-104-2017-00016,이디야 커피 (미사망월점),215980.216174798,452092.790208552,영업/정상,2017-02-09,
4040000-104-2017-00080,이디야 하남유니온파크점,219302.795411888,449153.311724381,영업/정상,2017-09-26,
5700000-104-2017-00056,이디야커피(여주가남점),248472.845990233,411395.391038341,영업/정상,2017-10-16,
4040000-104-2015-00022,이디야 하남시청점,218836.762171132,448723.95253044,영업/정상,2015-06-22,
5700000-104-2013-00035,이디야커피 여주중앙점,256325.095688932,421730.442127986,영업/정상,2013-12-06,
4040000-104-2016-00026,이디야 커피,216273.676143631,451957.634171056,영업/정상,2016-05-03,
5700000-104-2014-00027,빽다방 여주중앙점,256413.213800459,421756.305863425,영업/정상,2014-08-04,
5700000-104-2007-00022,이디야,256295.540566504,420481.738290395,영업/정상,2007-12-10,
4170000-104-2018-00006,이디야커피 양평롯데마트점,244381.267486222,443145.649076961,영업/정상,2018-02-07,
3820000-104-2014-00090,이디야커피 솔뫼 D/T점,207209.181721951,469887.478213676,영업/정상,2014-08-04,
5640000-104-2015-00117,빽다방 상현역점,206114.899909842,421744.824391101,영업/정상,2015-08-18,
3820000-104-2012-00076,이디야 의정부용현점,207649.348928716,470586.661673559,영업/정상,2012-05-09,
3820000-104-2016-00068,메가엠지씨커피 의정부민락점,208404.076565157,471404.283879145,영업/정상,2016-04-19,
3820000-104-2014-00074,이디야 어룡점,207572.498291223,471237.442699691,영업/정상,2014-07-01,
3850000-104-2011-00006,메가엠지씨커피 범계벤처텔점,195463.14791536,432081.400083725,영업/정상,2011-01-31,
3820000-104-2016-00070,메가엠지씨커피 의정부망월사점,204174.449397452,467535.261684457,영업/정상,2016-04-21,
4170000-104-2015-00045,이디야커피,253335.526746159,444120.45595879,영업/정상,2015-11-04,
4170000-104-2017-00066,메가커피,252414.739414839,442429.896757469,영업/정상,2017-11-22,
5640000-104-2019-00023,메가엠지씨커피 수지풍산삼거리점,206732.595422979,423039.995149729,영업/정상,2019-02-22,
4020000-104-2019-00015,메가엠지씨커피산본역점,193957.616761858,428665.418009152,영업/정상,2019-02-07,
3810000-104-2019-00045,메가엠지씨커피 정자점,209363.231473471,429838.309128475,영업/정상,2019-03-07,
4060000-104-2019-00054,커피에반하다 유미어스점,178718.53437062,467341.907642714,영업/정상,2019-03-12,
3960100-104-2019-00042,이디야 일산국립암센터점,180943.897143782,462522.723083996,영업/정상,2019-02-26,
3810000-104-2019-00047,이디야커피 분당미금제일점,209695.711110478,427234.180106275,영업/정상,2019-03-11,
5540000-104-2019-00044,메가엠지씨커피 경기광주보건소점,222189.883086139,434739.357498216,영업/정상,2019-03-11,
4060000-104-2019-00038,메가엠지씨커피 파주적성점,192763.728459228,494597.621216551,영업/정상,2019-02-18,
4060000-104-2019-00039,이디야커피 파주경찰서점,180353.6,472260.055000001,영업/정상,2019-02-18,
3810000-104-2019-00041,메가엠지씨커피 야탑점,211116.017268435,434396.373197704,영업/정상,2019-03-04,
3820000-104-2019-00040,메가엠지씨커피 의정부민락KT점,208130.684062515,470893.982516674,영업/정상,2019-03-18,
5560000-104-2019-00037,이디야커피(호수동점),184916.547089425,422915.921304097,영업/정상,2019-03-07,
4010000-104-2022-00078,컴포즈커피시흥배곧골든프라자점,175765.244425981,430553.878700729,영업/정상,2022-03-23,
5640000-104-2019-00061,컴포즈커피 광교상현점,206087.739830401,421622.286541812,영업/정상,2019-04-18,
3820000-104-2019-00069,메가엠지씨커피 의정부금오점,206062.17075307,472098.300456439,영업/정상,2019-04-26,
3810000-104-2019-00080,빽다방판교역점,209730.251918502,432737.56040062,영업/정상,2019-04-26,
4010000-104-2019-00092,이디야커피배곧고등학교점,176318.672712452,430310.87958022,영업/정상,2019-04-18,
3810000-104-2019-00075,메가엠지씨커피 판교테크노밸리점,209374.879569806,433334.937936425,영업/정상,2019-04-16,
3910000-104-2019-00052,메가엠지씨커피 평택동삭점,209019.427048859,390825.18594526,영업/정상,2019-04-09,
4060000-104-2019-00089,메가엠지씨커피 운정가람마을점,177972.679675948,470056.104969911,영업/정상,2019-04-18,
4060000-104-2019-00103,더벤티 파주금릉점,179476.72,472188.68,영업/정상,2019-05-01,
3950000-104-2019-00068,커피에반하다삼송역점,190657.823366782,461181.755525555,영업/정상,2019-04-08,
4040000-104-2019-00068,이디야커피 미사강변한강로점,217508.122579488,450889.373386235,영업/정상,2019-05-24,
3990000-104-2019-00183,메가엠지씨커피 다산중앙점,213463.106253278,457886.747468734,영업/정상,2019-06-13,
4010000-104-2019-00128,컴포즈커피시흥은행점,182104.266704176,438037.544064623,영업/정상,2019-05-24,
4010000-104-2019-00138,메가엠지씨커피시흥능곡역점,183158.887773636,429720.68833487,영업/정상,2019-06-03,
3810000-104-2019-00132,메가엠지씨커피 정자엠코점,209367.942978034,428909.102973419,영업/정상,2019-06-13,
4160000-104-2019-00041,이디야커피 가평설악중앙점,243240.309092885,464072.327501484,영업/정상,2019-06-03,
4060000-104-2019-00133,감성커피 파주금촌점,180051.245606803,473476.558018847,영업/정상,2019-05-28,
3820000-104-2019-00103,메가엠지씨커피 회룡역점,203977.280157742,469127.512906364,영업/정상,2019-05-28,
3950000-104-2019-00108,메가엠지씨커피고양관산점,187930.977358323,465160.807142415,영업/정상,2019-05-28,
3950000-104-2019-00109,빽다방행신역점,185394.256788058,456999.530003953,영업/정상,2019-05-28,
3800000-104-2019-00028,커피에반하다,212009.250876878,436473.004275367,영업/정상,2019-04-10,
3850000-104-2018-00148,메가엠지씨커피 평촌학원가점,196473.291577595,431215.586662202,영업/정상,2018-11-23,
4030000-104-2019-00031,메가엠지씨커피 의왕포일점,198614.363535525,432611.323480268,영업/정상,2019-06-04,
3850000-104-2019-00068,더 벤티 평촌학원가점,196320.955,431291.045,영업/정상,2019-05-08,
3850000-104-2019-00062,이디야커피 안양SK V1,195361.621434099,430249.808050071,영업/정상,2019-04-24,
4100100-104-2019-00137,메가엠지씨커피 주엽역점,178783.354887453,463067.053459256,영업/정상,2019-05-27,
4000000-104-2019-00051,메가엠지씨커피오산세교점,203933.891785341,408298.507561719,영업/정상,2019-05-27,
3790000-104-2019-00057,메가엠지씨커피 위례호반점,213196.788038769,441267.846008774,영업/정상,2019-05-08,
4170000-104-2019-00033,메가엠지씨커피 양평물맑은시장점,243471.507648757,443186.835917227,영업/정상,2019-05-20,
4020000-104-2019-00053,메가엠지씨커피군포당동점,195055.618480228,427196.183001918,영업/정상,2019-05-20,
4060000-104-2019-00148,메가엠지씨커피 금촌로터리점,179918.781196877,472821.128169613,영업/정상,2019-06-10,
4020000-104-2019-00045,커피에반하다군포첨단산업단지점,194682.288118039,424870.756595008,영업/정상,2019-05-02,
3990000-104-2019-00174,메가엠지씨커피 남양주양지점,217819.846477822,466240.308161897,영업/정상,2019-06-10,
4060000-104-2019-00110,메가엠지씨커피 파주야당역점,178774.774226264,468034.044403456,영업/정상,2019-05-13,
4010000-104-2019-00112,커피에반하다시흥시청점,182361.319651959,430982.454812674,영업/정상,2019-05-13,
4100100-104-2019-00095,메가엠지씨커피 일산후곡점,179530.985002424,463866.816668187,영업/정상,2019-04-19,
3980000-104-2019-00040,메가엠지씨커피 구리돌다리점,212420.981664547,455329.982400668,영업/정상,2019-04-02,
4090000-104-2019-00146,이디야 김포하성점,167654.853512019,468641.928091122,영업/정상,2019-06-19,
5560000-104-2019-00073,이디야커피(단원병원점),183300.288778345,422060.836656034,영업/정상,2019-05-10,
3990000-104-2019-00187,이디야 남양주도농빙그레점,213360.414917423,456350.675194732,영업/정상,2019-06-20,
4030000-104-2019-00033,이디야 의왕백운밸리점,200935.833043179,429778.443213548,영업/정상,2019-06-05,
3960100-104-2019-00120,메가엠지씨커피 일산중산마을점,180607.643873876,465731.677828297,영업/정상,2019-06-17,
4020000-104-2022-00031,메가엠지씨커피 금정역점,194846.255402171,429983.979697413,영업/정상,2022-04-18,
5590000-104-2022-00050,컴포즈커피 양주옥정메디컬점,207891.962867059,479088.236655421,영업/정상,2022-04-18,
3850000-104-2023-00014,메가엠지씨커피 안양부림초점,196508.184992645,433107.485679089,영업/정상,2023-02-02,
3800000-104-2022-00031,빽다방성남상대원센터M점,215437.434416183,437027.119985202,영업/정상,2022-04-19,
3790000-104-2023-00063,매머드 익스프레스 성남의료원점,212137.594281227,438134.717180129,영업/정상,2023-06-15,
4020000-104-2023-00053,메가엠지씨커피 군포부곡중앙점,194965.598850995,424431.711730693,영업/정상,2023-06-15,
4010000-104-2023-00150,커피에반하다월곶도서관점,176621.507796654,431842.243780985,영업/정상,2023-06-22,
3790000-104-2023-00057,매머드익스프레스 성남고등반도점,208241.11260111,436135.872763869,영업/정상,2023-06-12,
3820000-104-2023-00105,컴포즈커피 의정부을지대학교병원점,204511.986520007,472242.407803342,영업/정상,2023-06-16,
3900000-104-2023-00059,메가엠지씨커피광명현대테라타워점,188899.711468479,439672.019267804,영업/정상,2023-06-22,
3900000-104-2023-00054,컴포즈커피광명소하2동점,189289.017955665,436797.556273212,영업/정상,2023-06-12,
5620000-104-2023-00091,빽다방 용인백암점,233120.69888088,407140.572028657,영업/정상,2023-06-14,
5550000-104-2023-00047,매머드익스프레스 안산그랑시티시그니처타워점,184702.325981498,420438.075575488,영업/정상,2023-06-16,
4070000-104-2023-00123,컴포즈커피 이천장호원점,256075.735333333,401919.09,영업/정상,2023-06-22,
3820000-104-2023-00102,매머드익스프레스 의정부듀클래스점,209084.035581152,469607.947595004,영업/정상,2023-06-14,
5610000-104-2023-00149,컴포즈커피 수원영통역점,206229.445925109,416684.389208216,영업/정상,2023-06-12,
4060000-104-2023-00130,빽다방 파주적성점,192820.41925156,494633.663118145,영업/정상,2023-06-16,
5610000-104-2023-00156,컴포즈커피 광교역경기대점,203754.335158523,421956.845471578,영업/정상,2023-06-16,
4090000-104-2023-00134,매머드익스프레스 김포구래점,166886.209371857,460375.302752138,영업/정상,2023-06-16,
3850000-104-2023-00085,매머드익스프레스 동안양세무서점,196470.866041274,432542.986000812,영업/정상,2023-06-22,
5610000-104-2023-00150,컴포즈커피 영통아이파크캐슬점,203925.11720928,415685.952098067,영업/정상,2023-06-14,
4170000-104-2023-00038,이디야양평중앙점,243386.249912244,443133.00054234,영업/정상,2023-06-13,
3750000-104-2023-00054,빽다방 수원율전점,197481.063764268,422108.090871365,영업/정상,2023-06-21,
4140000-104-2023-00016,컴포즈커피 연천 차탄리점,206779.750126647,511168.023546744,영업/정상,2023-06-29,
3900000-104-2023-00057,커피에반하다광명역점,189968.812543112,435006.162871426,영업/정상,2023-06-19,
4090000-104-2023-00137,컴포즈커피 김포가현초교점,171053.012573049,459664.785866294,영업/정상,2023-06-20,
5600000-104-2019-00044,이디야포천송우리중앙점,212367.410760618,480844.87042922,영업/정상,2019-05-31,
5630000-104-2019-00109,더벤티 기흥더샵점,210443.248357703,418945.56026569,영업/정상,2019-05-31,
4060000-104-2019-00124,메가엠지씨커피 파주당동점,180010.652015713,484547.865204935,영업/정상,2019-05-22,
3990000-104-2019-00179,메가엠지씨커피 남양주2청사점,214822.578395557,456374.636600111,영업/정상,2019-06-12,
3990000-104-2019-00181,커피에반하다(남양주오남점),217785.808423669,466342.081389165,영업/정상,2019-06-12,
5550000-104-2019-00120,이디야 안산수암동점,189022.153314173,429135.468080596,영업/정상,2019-09-26,
3810000-104-2019-00208,매머드 익스프레스 미금천사점,209524.675442983,427639.852581088,영업/정상,2019-09-27,
3990000-104-2019-00285,더벤티 마석점,226609.558489859,461672.611262359,영업/정상,2019-09-23,
4010000-104-2019-00195,이디야커피시흥에이스타워점,173544.476054361,424373.773732604,영업/정상,2019-07-24,
3990000-104-2019-00229,메가엠지씨커피 남양주청학점,210371.397664043,467367.075162049,영업/정상,2019-07-24,
5540000-104-2019-00129,메가엠지씨커피 광주쌍령점,224389.237143985,432813.517888358,영업/정상,2019-08-01,
4040000-104-2019-00126,컴포즈,216218.885057169,451902.467734054,영업/정상,2019-07-24,
4060000-104-2019-00243,컴포즈커피 파주운정점,176648.742549707,469588.400880188,영업/정상,2019-09-10,
3960100-104-2019-00140,메가엠지씨커피 백석역점,181211.326615682,460020.548661764,영업/정상,2019-07-10,
3800000-104-2019-00066,빽다방 성남수진푸르지오점,212188.899992533,437031.101000937,영업/정상,2019-08-29,
3990000-104-2019-00259,메가엠지씨커피 퇴계원점,212520.440452217,461079.763281369,영업/정상,2019-08-22,
3800000-104-2019-00076,메가엠지씨커피 모란역점,211404.947135474,436740.005092572,영업/정상,2019-09-17,
4040000-104-2019-00115,이디야커피 하남미사가로수길점,217324.550672696,451270.47378506,영업/정상,2019-07-10,
5630000-104-2019-00191,컴포즈커피 용인동백점,213551.03723886,419536.014279104,영업/정상,2019-09-25,
3820000-104-2019-00148,메가엠지씨커피 의정부로데오점,204226.647090618,470906.590407456,영업/정상,2019-07-10,
4100100-104-2019-00252,이디야커피 일산 킨텍스꿈에그린점,177925.172169511,462673.381313058,영업/정상,2019-09-24,
4000000-104-2019-00084,메가엠지씨커피오산로데오점,206064.173499682,404900.300809136,영업/정상,2019-08-27,
5630000-104-2019-00180,메가엠지씨커피 용인언남점,210637.158752429,421340.498615862,영업/정상,2019-09-02,
5560000-104-2019-00101,커피에반하다,184252.314410349,423707.368637448,영업/정상,2019-07-16,
3770000-104-2009-00077,컴포즈커피 수원아주대점,203786.973152684,419701.450536531,영업/정상,2009-09-03,
3770000-104-2009-00078,컴포즈커피 수원남문점,201448.107532965,419318.353712744,영업/정상,2009-09-04,
4010000-104-2019-00187,빽다방시흥장곡공원점,180797.990641586,430692.251779454,영업/정상,2019-07-17,
3760000-104-2019-00126,메가엠지씨커피 수원금곡점,194762.79524691,418984.261210646,영업/정상,2019-08-19,
3760000-104-2020-00005,메가엠지씨커피 수원능실마을점,196620.611730672,417517.614419919,영업/정상,2020-01-09,
4080000-104-2019-00106,메가커피 엠지씨커피 안성공도점,215288.401829494,389555.816904936,영업/정상,2019-09-05,
3990000-104-2019-00227,메가엠지씨커피 남양주평내점,220704.248865261,460440.764161136,영업/정상,2019-07-23,
5630000-104-2019-00156,이디야 어정역점,212759.084099808,419340.193403816,영업/정상,2019-07-29,
3770000-104-2018-00017,이디야 수원로데오점,200381.136795169,418525.156116276,영업/정상,2018-02-09,
4100100-104-2019-00190,커피에반하다 일산원마운트점,178268.135568909,462480.734362689,영업/정상,2019-07-23,
4060000-104-2019-00240,메가엠지씨커피 운정해솔마을점,178119.515576066,469035.070700076,영업/정상,2019-09-06,
4090000-104-2019-00186,더벤티김포구래점,166886.209371857,460375.302752138,영업/정상,2019-07-23,
4090000-104-2019-00181,컴포즈커피 구래카림애비뉴점,167285.39175785,460502.685587242,영업/정상,2019-07-16,
3770000-104-2018-00184,이디야커피 수원화홍문점,201431.916460654,420574.294453071,영업/정상,2018-12-27,
3770000-104-2018-00185,컴포즈커피 수원우만점,203569.314084298,419342.522988032,영업/정상,2018-12-27,
3760000-104-2020-00039,컴포즈커피 SKV1모터스점,199286.684574214,417546.171737448,영업/정상,2020-02-27,
3760000-104-2020-00053,메가엠지씨커피 호매실신미주점,195843.163926211,418521.009125817,영업/정상,2020-03-27,
5640000-104-2019-00129,더벤티롯데몰수지점,207273.490731332,423410.218285701,영업/정상,2019-08-12,
5610000-104-2018-00100,컴포즈커피 광교법원점,206022.38941624,421149.340843283,영업/정상,2018-06-20,
3950000-104-2019-00154,메가엠지씨커피화정역점,185151.002255208,459295.682912674,영업/정상,2019-08-12,
3960100-104-2019-00165,메가엠지씨커피백마마을점,181284.094322388,461701.548080736,영업/정상,2019-08-12,
4090000-104-2019-00178,메가엠지씨커피 풍무당곡고개점,175353.39147254,455440.830757656,영업/정상,2019-07-15,
5610000-104-2010-00076,메가커피 수원원천점,205117.276540411,418302.636818336,영업/정상,2010-11-05,
5560000-104-2019-00131,컴포즈커피,183364.713520375,422214.592127284,영업/정상,2019-09-24,
5610000-104-2012-00046,이디야 수원디지털엠파이어2점,204417.597900081,416171.151702392,영업/정상,2012-07-09,
5610000-104-2018-00119,메가MGC커피 수원영통구청점,203824.816255332,417477.862472209,영업/정상,2018-07-16,
4010000-104-2019-00243,메가엠지씨커피(시흥은계중앙점),182373.170354852,437236.336771227,영업/정상,2019-09-09,
5550000-104-2019-00112,이디야 안산본오동2호점,187833.41484021,422041.821759796,영업/정상,2019-09-11,
4080000-104-2019-00091,이디야커피 동아대점,232225.721756501,395075.763722678,영업/정상,2019-07-26,
