관리번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업상태명,인허가일자,폐업일자,is_alive,population
3220000-104-2020-00327,메가엠지씨커피 압구정역점,202389.551642307,446966.801695763,영업/정상,2020-07-03,,1,13.0
3090000-104-2020-00064,매머드 익스프레스 창동점,204258.587772043,461096.29696208,영업/정상,2020-07-27,,1,289.625
3160000-104-2020-00094,메가엠지씨커피 개봉사거리점,187213.025109705,443890.774407348,영업/정상,2020-07-21,,1,39.25
3180000-104-2020-00156,메가엠지씨커피도림점,190811.44564782,445221.176083435,영업/정상,2020-06-26,,1,390.75
3140000-104-2020-00131,컴포즈커피 염창중앙점,188806.357409314,449380.616512279,영업/정상,2020-08-07,,1,418.125
3130000-104-2020-00226,이디야 망리단길점,191559.672696156,450231.820987231,영업/정상,2020-08-10,,1,311.5
3220000-104-2020-00344,이디야커피 강남대치점,204557.335,444359.27,영업/정상,2020-07-13,,1,45.125
3150000-104-2020-00200,컴포즈커피 발산점,185643.544687055,450612.383812762,영업/정상,2020-08-18,,1,0.0
3240000-104-2020-00164,컴포즈커피 엔터식스 천호점,210987.808774188,448479.488202243,영업/정상,2020-08-11,,1,0.0
3120000-104-2020-00166,메가엠지씨커피 홍제역점,195107.573772626,453992.907306991,영업/정상,2020-08-25,,1,94.75
3120000-104-2020-00167,메가엠지씨커피 이대점,195159.896751984,450625.322552986,영업/정상,2020-08-25,,1,59.875
3060000-104-2020-00081,이디야,208252.847633183,454150.427939278,영업/정상,2020-07-30,,1,143.375
3050000-104-2020-00111,빽다방 답십리사거리점,204991.688242494,452379.443825412,영업/정상,2020-07-22,,1,139.0
3200000-104-2020-00123,메가엠지씨커피 신림난곡점,192765.201886273,441294.884932231,영업/정상,2020-07-17,,1,381.0
3080000-104-2020-00062,더벤티 미아사거리역점,202552.153422072,456936.643839079,영업/정상,2020-07-01,,1,121.5
3090000-104-2020-00061,더벤티 창동점,204308.803324021,462013.490422468,영업/정상,2020-07-17,,1,354.0
3160000-104-2020-00134,컴포즈커피 구로깔깔거리점,191095.900815766,442345.084288526,영업/정상,2020-09-01,,1,26.125
3110000-104-2020-00140,더벤티 녹번역점,193914.648457333,455188.446841774,영업/정상,2020-08-13,,1,338.625
3120000-104-2020-00170,메가엠지씨커피 연세대공학원점,194584.959249312,451381.585492051,영업/정상,2020-08-28,,1,0.0
3200000-104-2020-00150,컴포즈 낙성대점,196900.919273944,441484.019522804,영업/정상,2020-09-01,,1,220.5
3150000-104-2020-00172,빽다방 송정역점,183130.915788053,451068.275763037,영업/정상,2020-07-10,,1,3.75
3080000-104-2020-00071,메가엠지씨커피 강북시장점,202114.135083021,459874.07173804,영업/정상,2020-07-31,,1,195.875
3190000-104-2020-00091,메가엠지씨커피 동작남성점,197703.628379728,442367.49558703,영업/정상,2020-07-31,,1,36.75
3160000-104-2020-00110,메가엠지씨커피 남구로점,190272.747250041,442929.283068723,영업/정상,2020-08-12,,1,751.0
3070000-104-2020-00120,이디야 장위뉴타운점,204435.160677817,457258.924116243,영업/정상,2020-08-12,,1,214.375
3240000-104-2020-00151,컴포즈커피 명일역점,212642.05893566,449988.968937673,영업/정상,2020-07-28,,1,33.375
3070000-104-2020-00116,빽다방 월곡래미안점,203083.917720748,456503.492476599,영업/정상,2020-07-28,,1,228.375
3040000-104-2020-00154,이디야중곡신성점,207682.440879561,450531.122243206,영업/정상,2020-08-31,,1,431.0
3220000-104-2020-00455,이디야 학동역점,202859.925095984,445869.508838485,영업/정상,2020-08-24,,1,24.875
3200000-104-2020-00117,메가엠지씨커피 봉천역점,194911.449656167,442195.395817975,영업/정상,2020-07-08,,1,114.375
3170000-104-2021-00080,매머드익스프레스 금천롯데타워점,190234.799880146,440327.086232659,영업/정상,2021-07-15,,1,93.5
3000000-104-2021-00113,매머드익스프레스 종로숭인점,201843.179937827,452443.279370247,영업/정상,2021-07-28,,1,247.625
3150000-104-2021-00239,메가엠지씨커피 가양중앙점,186875.994185225,451205.835118675,영업/정상,2021-07-28,,1,231.75
3030000-104-2021-00100,빽다방 성수뚝도점,204763.80767636,448534.113764965,영업/정상,2021-07-13,,1,52.25
3210000-104-2021-00199,메가엠지씨커피 함지박사거리점,199100.858117466,443429.869828771,영업/정상,2021-07-15,,1,6.5
3050000-104-2021-00105,메가엠지씨커피 배봉사거리점,205928.76496611,452843.023899071,영업/정상,2021-07-30,,1,24.375
3160000-104-2021-00132,메가커피 개봉남부역점,187430.535013744,443546.109412548,영업/정상,2021-07-19,,1,47.375
3170000-104-2021-00082,메가엠지씨커피 금천독산4동점,191264.429088925,440719.462083914,영업/정상,2021-07-20,,1,233.5
3130000-104-2021-00222,매머드 익스프레스 마포트라팰리스점,195266.07314617,448799.641804029,영업/정상,2021-07-15,,1,973.0
3180000-104-2021-00220,이디야 영등포knk점,191457.663413167,447179.850506981,영업/정상,2021-07-20,,1,29.0
3130000-104-2021-00213,컴포즈커피 디지털미디어시티역점,191023.502118092,452735.040137494,영업/정상,2021-07-07,,1,0.0
3000000-104-2021-00116,메가엠지씨커피 종로3가역점,199213.838396552,452079.102685274,영업/정상,2021-07-30,,1,6.5
3220000-104-2021-00435,매머드익스프레스 매봉역점,203961.280787775,442616.860558443,영업/정상,2021-07-19,,1,191.25
3230000-104-2021-00238,빽다방 석촌고분역점,208343.097260287,444511.026574059,영업/정상,2021-07-30,,1,452.0
3030000-104-2021-00098,메가엠지씨커피 왕십리렉스점,202831.929485459,451207.501854738,영업/정상,2021-07-07,,1,383.375
3090000-104-2021-00067,이디야커피창동하나로마트점,204413.616574592,461378.588676784,영업/정상,2021-07-07,,1,0.0
3170000-104-2021-00077,이디야 석수푸르지오점,191507.333419018,436888.773525926,영업/정상,2021-07-12,,1,459.875
3060000-104-2021-00098,메가엠지씨커피 망우역점,208321.151514705,455180.949983767,영업/정상,2021-07-14,,1,57.375
3180000-104-2021-00211,메가엠지씨커피 신풍역점,192085.887816989,444195.716880471,영업/정상,2021-07-06,,1,482.125
3160000-104-2021-00142,메가엠지씨커피 구로고척점,187511.867564721,444952.759288744,영업/정상,2021-08-04,,1,253.5
3220000-104-2021-00406,매머드익스프레스 봉은사로 선정릉점,204155.766812869,445442.476715916,영업/정상,2021-07-06,,1,87.125
3040000-104-2021-00139,컴포즈커피 광진아차산점,208185.254777532,450096.88445853,영업/정상,2021-08-03,,1,451.875
3230000-104-2021-00243,컴포즈커피방이미성점,210632.391175015,444908.653893049,영업/정상,2021-08-04,,1,179.5
3230000-104-2021-00229,빽다방 거여역점,212800.699970729,443397.261935451,영업/정상,2021-07-26,,1,356.25
3210000-104-2021-00215,매머드익스프레스 남부터미널점,201162.55241589,442589.558473708,영업/정상,2021-07-26,,1,269.0
3140000-104-2021-00147,컴포즈커피 목동깨비시장점,187916.262445693,449629.868996021,영업/정상,2021-08-04,,1,406.5
3230000-104-2021-00240,컴포즈커피 송파 방이시장점,210011.758346708,445476.55828818,영업/정상,2021-08-02,,1,219.125
3150000-104-2021-00254,빽다방 마곡역로뎀타워점,184736.337018716,450772.911093033,영업/정상,2021-08-12,,1,0.625
3170000-104-2021-00089,메가엠지씨커피 가산리더스타워점,189685.715834343,442026.454121483,영업/정상,2021-08-04,,1,0.0
3090000-104-2021-00076,컴포즈커피 방학선덕점,202376.452513796,461534.679833377,영업/정상,2021-08-02,,1,321.0
3180000-104-2021-00227,이디야 힐스테이트 클래시안점,192143.319861588,444660.996604369,영업/정상,2021-08-02,,1,319.0
3090000-104-2021-00080,더벤티코리아,202860.304719864,462242.604366958,영업/정상,2021-08-04,,1,88.0
3080000-104-2021-00104,컴포즈커피 강북종합시장점,202155.775034632,459839.282123129,영업/정상,2021-09-27,,1,214.375
3240000-104-2021-00175,더벤티 고덕역점,213636.934120635,450276.848244913,영업/정상,2021-07-08,,1,141.0
3220000-104-2021-00524,컴포즈커피 강남자곡점,209135.58142461,441361.805588895,영업/정상,2021-09-07,,1,512.75
3060000-104-2021-00133,빽다방 중화역점,206871.131075903,455500.499705087,영업/정상,2021-09-23,,1,145.625
3210000-104-2021-00271,컴포즈 커피 방배카페거리점,198757.991336587,443455.153989378,영업/정상,2021-09-23,,1,524.5
3050000-104-2021-00132,메가엠지씨커피 휘경주공점,206145.198494772,453099.464011795,영업/정상,2021-09-23,,1,324.0
3190000-104-2021-00099,더벤티 성대시장점,193771.460806893,444105.957177879,영업/정상,2021-08-10,,1,329.0
3230000-104-2021-00315,더벤티 송파래미안점,210453.135077591,444624.65192236,영업/정상,2021-09-27,,1,103.25
3140000-104-2021-00168,메가엠지씨커피 목동우성점,187954.189632117,445124.131588947,영업/정상,2021-08-31,,1,197.25
3060000-104-2021-00111,빽다방 봉화산역점,208112.860200669,457113.638411288,영업/정상,2021-08-10,,1,363.875
3180000-104-2021-00256,이디야 서여의도점,192855.846689734,447565.580756999,영업/정상,2021-09-07,,1,194.25
3150000-104-2021-00284,메가엠지씨커피 마곡역점(MEGA MGC COFFEE),184785.483493825,450767.258354567,영업/정상,2021-09-07,,1,3.875
3100000-104-2021-00172,메가엠지씨커피수락중앙점,204782.78533329,463733.063924153,영업/정상,2021-09-27,,1,209.625
3180000-104-2021-00258,메가엠지씨커피 당산중앙점,191362.376780507,447750.192654125,영업/정상,2021-09-10,,1,402.75
3190000-104-2021-00115,컴포즈커피 남성역점,197486.50162645,442493.781452129,영업/정상,2021-09-10,,1,156.875
3140000-104-2021-00185,컴포즈 신월양강점,186266.454619894,446759.162415922,영업/정상,2021-09-24,,1,409.625
3110000-104-2021-00135,컴포즈커피 은평신사점,191982.168304564,455186.875027396,영업/정상,2021-08-06,,1,252.625
3160000-104-2021-00147,빽다방 구일역점,188797.922851767,443727.300469181,영업/정상,2021-08-06,,1,0.0
3100000-104-2021-00144,메가엠지씨커피 노원을지병원점,206215.200989841,459257.580174969,영업/정상,2021-07-30,,1,142.5
3140000-104-2021-00189,더벤티 양천구청점,187695.637047182,445876.969798744,영업/정상,2021-09-28,,1,583.375
3240000-104-2021-00244,더벤티 명일역점,212678.653349359,449975.770536106,영업/정상,2021-09-29,,1,33.375
3050000-104-2021-00086,메가엠지씨커피 장안중앙점,205948.079966676,451539.411110155,영업/정상,2021-07-05,,1,4.125
3150000-104-2021-00236,매머드익스프레스 우장산롯데캐슬점,186520.549439619,450383.07946605,영업/정상,2021-07-23,,1,564.125
3080000-104-2021-00075,메가엠지씨커피 가오리역점,201396.084505776,459875.639271846,영업/정상,2021-07-23,,1,185.75
3070000-104-2021-00136,메가엠지씨커피 월곡이마트점,202667.468802014,455858.920803881,영업/정상,2021-07-21,,1,1349.875
3210000-104-2021-00242,이디야 국립중앙도서관 본관점,200229.951772899,443909.523667116,영업/정상,2021-08-13,,1,0.0
3160000-104-2021-00152,메가엠지씨커피 개봉푸르지오점,186483.267394788,444426.279087765,영업/정상,2021-08-13,,1,380.75
3160000-104-2021-00148,메가엠지씨커피 구일역점,188674.995072188,443749.503020388,영업/정상,2021-08-09,,1,1333.5
3020000-104-2021-00083,매머드익스프레스용산푸르지오써밋점,196861.350875235,447226.720509901,영업/정상,2021-07-05,,1,361.875
3050000-104-2021-00109,컴포즈커피 답십리점,204814.685158893,451460.510691169,영업/정상,2021-08-09,,1,340.375
3140000-104-2021-00156,컴포즈커피 목동모세미점,188345.419125688,448115.891358927,영업/정상,2021-08-13,,1,528.125
3150000-104-2021-00215,컴포즈커피 가양양천초점,185832.345680389,452050.629762469,영업/정상,2021-07-05,,1,323.75
3090000-104-2021-00066,이디야창동제일점,204569.769384803,460720.689890064,영업/정상,2021-07-05,,1,598.375
3100000-104-2021-00135,매머드 익스프레스커피 노원롯데점,205395.905281917,461389.914062414,영업/정상,2021-07-21,,1,0.0
3140000-104-2021-00151,매머드익스프레스 목2동점,188563.746657935,449409.143621821,영업/정상,2021-08-09,,1,18.625
3180000-104-2021-00260,메가엠지씨커피 서여의도점,192967.351496095,447481.364199462,영업/정상,2021-09-14,,1,182.75
3150000-104-2021-00242,메가엠지씨커피 화곡남부시장점,187347.929381727,447785.769355632,영업/정상,2021-07-29,,1,72.75
3130000-104-2021-00266,메가엠지씨커피 망원망리단길점,191677.608359911,450061.539831599,영업/정상,2021-08-20,,1,279.375
3170000-104-2021-00109,매머드익스프레스 독산역스카이밸리2차점,190099.41176063,440416.170972838,영업/정상,2021-09-14,,1,3.25
3030000-104-2021-00129,메가엠지씨커피 금호사거리점,202183.771356309,449557.731489193,영업/정상,2021-09-16,,1,255.75
3150000-104-2021-00265,빽다방 마곡역류마타워점,184514.388814902,450797.722244176,영업/정상,2021-08-20,,1,0.0
3200000-104-2021-00140,컴포즈커피 신림난곡점,192751.095948918,441352.634653513,영업/정상,2021-07-22,,1,319.0
3120000-104-2021-00138,이디야 서대문구청점,194250.026987502,452883.58998981,영업/정상,2021-08-20,,1,348.0
3070000-104-2021-00159,컴포즈 석관시장점,205167.02650102,456308.765626762,영업/정상,2021-09-03,,1,160.75
3080000-104-2021-00082,빽다방 삼양동사거리점,201774.071141123,457399.212701736,영업/정상,2021-08-05,,1,36.125
3090000-104-2021-00086,컴포즈커피쌍문현대점,202781.667220692,461754.503883636,영업/정상,2021-08-20,,1,411.875
3210000-104-2021-00260,이디야 국립중앙도서관 디지털관점,200229.951772899,443909.523667116,영업/정상,2021-09-03,,1,0.0
3070000-104-2021-00162,빽다방 돈암점,201471.596795735,454570.827013893,영업/정상,2021-09-14,,1,190.625
3010000-104-2021-00181,메가엠지씨커피 남대문라마다호텔점,197462.198757043,450878.211786274,영업/정상,2021-09-03,,1,319.0
3240000-104-2021-00191,매머드익스프레스 고덕자이점,215010.763627235,450026.852395313,영업/정상,2021-07-22,,1,300.625
3080000-104-2021-00079,이디야 가오리역점,201357.604772265,459797.2982635,영업/정상,2021-07-29,,1,213.75
3160000-104-2021-00169,빽다방 동양미래대점,188116.18242787,444250.170543659,영업/정상,2021-09-13,,1,595.125
3000000-104-2021-00125,메가엠지씨커피 종각역점,198731.246361041,451962.63614134,영업/정상,2021-08-24,,1,7.125
3100000-104-2021-00166,빽다방중계씨앤미점,205953.043735981,459822.608944797,영업/정상,2021-09-15,,1,227.875
3150000-104-2021-00232,메가엠지씨커피 까치산시장점,186428.43622963,448006.089781774,영업/정상,2021-07-16,,1,253.125
3180000-104-2021-00219,이디야영등포점,191635.027126389,446187.671810353,영업/정상,2021-07-16,,1,51.0
3000000-104-2021-00134,컴포즈커피 서울 성균관대점,199743.294589738,453529.00369153,영업/정상,2021-09-13,,1,145.25
3150000-104-2021-00267,메가엠지씨커피 가양초점,187582.851731743,451006.669081811,영업/정상,2021-08-24,,1,3.25
3230000-104-2021-00283,메가엠지씨커피 마천역점,213346.901613636,443589.281418223,영업/정상,2021-09-02,,1,281.375
3230000-104-2021-00276,컴포즈커피 송파사거리점,209509.48842344,444378.263636111,영업/정상,2021-08-30,,1,103.625
3230000-104-2021-00277,매머드익스프레스 가락시장역점,210431.832858016,443465.4592322,영업/정상,2021-08-30,,1,0.0
3060000-104-2021-00119,메가엠지씨커피 면목역점,207671.344610136,454114.11386748,영업/정상,2021-08-23,,1,284.5
3080000-104-2021-00066,컴포즈커피 미아점,202277.984105358,457995.408640844,영업/정상,2021-07-02,,1,56.375
3240000-104-2021-00211,메가엠지씨 커피 고덕래미안점,212926.089912845,450751.524331915,영업/정상,2021-08-11,,1,472.875
3130000-104-2021-00264,컴포즈커피 마포염리초점,195206.289236548,448943.060004772,영업/정상,2021-08-19,,1,271.375
3130000-104-2021-00265,메가엠지씨커피 마포용강점,194995.732422339,448929.725317861,영업/정상,2021-08-19,,1,631.125
3160000-104-2021-00139,더벤티 항동SKV1점,183746.686550444,441744.40616131,영업/정상,2021-07-27,,1,0.0
3020000-104-2021-00101,메가엠지씨커피 서울역점,197474.673294114,450229.427777316,영업/정상,2021-09-06,,1,6.125
3180000-104-2021-00240,매머드익스프레스 타임스퀘어 시티점,191262.545649125,446198.631098805,영업/정상,2021-08-19,,1,595.5
3050000-104-2021-00102,메가엠지씨커피 답십리사거리점,204974.071407858,452260.622710941,영업/정상,2021-07-27,,1,341.125
3100000-104-2021-00152,더벤티 마들역점,204979.099379297,462551.918723055,영업/정상,2021-08-18,,1,8.375
3030000-104-2021-00111,뚝섬역점 빽다방,204306.570749979,449340.812048814,영업/정상,2021-08-18,,1,99.75
3230000-104-2021-00290,메가커피 문정로데오,211030.099237389,443304.755975163,영업/정상,2021-09-06,,1,214.25
3230000-104-2021-00249,메가엠지씨 커피 잠실새내역점,207467.200765134,445383.666052002,영업/정상,2021-08-11,,1,85.625
3230000-104-2021-00258,메가엠지씨커피 잠실장미점,208707.089897534,446299.352775446,영업/정상,2021-08-18,,1,294.5
3140000-104-2021-00158,컴포즈커피 신월사거리점,184744.145179779,448116.656426516,영업/정상,2021-08-18,,1,79.25
3110000-104-2022-00184,메가엠지씨커피 서울갈현초점,192533.245686036,457523.059641315,영업/정상,2022-11-29,,1,283.5
3070000-104-2022-00201,더벤티 종암사거리점,202906.615537482,455442.944015508,영업/정상,2022-12-09,,1,36.125
3120000-104-2022-00212,컴포즈커피 가좌역 가재울점,192209.323632506,452067.039429636,영업/정상,2022-12-09,,1,3.125
3130000-104-2022-00326,이디야 하나로마트 신촌점,194020.023177469,450426.583343697,영업/정상,2022-12-02,,1,108.5
3180000-104-2023-00014,컴포즈커피당산한강포스빌점,191025.411208067,448084.396254976,영업/정상,2023-01-13,,1,450.0
3060000-104-2023-00005,빽다방 서일대점,208349.677715009,453773.662223239,영업/정상,2023-01-16,,1,250.0
3140000-104-2022-00214,메가엠지씨커피 신월양강점,186324.124478828,446777.841817288,영업/정상,2022-11-15,,1,338.625
3220000-104-2023-00033,매머드 익스프레스 선정릉점,204828.180350057,445089.672895407,영업/정상,2023-01-25,,1,110.875
3230000-104-2023-00021,메가엠지씨커피 송파시그니처점,212953.451537701,443953.348810963,영업/정상,2023-01-19,,1,241.375
3210000-104-2023-00012,메가엠지씨커피 서초우성점,202463.85950988,443356.365859457,영업/정상,2023-01-17,,1,624.5
3180000-104-2022-00253,메가엠지씨커피 당산생각공장점,190940.034564342,446461.996000435,영업/정상,2022-12-28,,1,0.625
3070000-104-2022-00202,컴포즈커피 정릉입구점,200916.99562465,455922.405105591,영업/정상,2022-12-12,,1,85.25
3090000-104-2023-00007,메가엠지씨커피 창동중앙점,203228.857199224,460414.84801295,영업/정상,2023-01-17,,1,402.625
3060000-104-2023-00008,더 벤티 중랑구청점,208368.252033443,456040.864473831,영업/정상,2023-01-27,,1,1220.875
3080000-104-2022-00116,빽다방 419사거리점,201158.797537922,460677.658068686,영업/정상,2022-11-11,,1,161.75
3130000-104-2022-00309,컴포즈커피 홍대삼거리점,193124.971427482,449865.247189557,영업/정상,2022-11-11,,1,14.25
3110000-104-2023-00004,이디야(역촌역점),193054.167340506,455905.786407028,영업/정상,2023-01-03,,1,396.0
3240000-104-2022-00240,컴포즈커피 상일동역1호점,214844.691529811,450341.891483543,영업/정상,2022-12-08,,1,434.375
3200000-104-2022-00210,더벤티구로힐스테이트점,191494.217231529,442341.131994796,영업/정상,2022-12-15,,1,203.0
3210000-104-2022-00379,컴포즈커피 고투몰점,200755.791000724,445056.44115246,영업/정상,2022-12-05,,1,0.625
3130000-104-2022-00333,매머드 익스프레스 합정역해링턴타워점,192571.398185225,449840.234160062,영업/정상,2022-12-08,,1,629.75
3140000-104-2022-00224,메가엠지씨커피 목동월촌중점,189473.530827695,448365.502006523,영업/정상,2022-11-25,,1,140.5
3090000-104-2022-00109,컴포즈커피 강북힘찬병원점,202877.044270305,460368.674382853,영업/정상,2022-12-01,,1,288.0
3160000-104-2022-00218,메가엠지씨커피 신도림중점,189713.290387994,445458.335742134,영업/정상,2022-11-28,,1,643.625
3090000-104-2022-00115,메가엠지씨커피 쌍문선덕점,202422.313606872,461665.385672458,영업/정상,2022-12-20,,1,495.25
3040000-104-2022-00226,더벤티 구의역점,207426.598381867,448317.315722693,영업/정상,2022-12-01,,1,99.25
3050000-104-2022-00154,매머드익스프레스 장안현대홈타운점,206521.405320134,451940.119059947,영업/정상,2022-11-21,,1,133.125
3070000-104-2022-00204,컴포즈커피 고대안암오거리점,202439.157509496,453359.749927275,영업/정상,2022-12-13,,1,179.75
3150000-104-2022-00289,컴포즈커피 NH서울타워점(COMPOSE COFFEE NH서울타워점),187727.758706201,450500.126506809,영업/정상,2022-11-23,,1,408.125
3160000-104-2022-00209,만랩커피 구로대륭7차점,190609.413674522,442782.030555155,영업/정상,2022-11-18,,1,4.375
3210000-104-2022-00384,메가엠지씨커피양재삼호물산점,203837.230301069,441539.1933305,영업/정상,2022-12-07,,1,234.625
3150000-104-2022-00297,매머드익스프레스 증미역NH서울타워점,187727.758706201,450500.126506809,영업/정상,2022-12-07,,1,408.125
3010000-104-2022-00219,컴포즈커피 무교다동점,198345.02215434,451737.693394501,영업/정상,2022-11-14,,1,10.5
3140000-104-2022-00218,메가엠지씨커피 등촌아이파크점,187795.606359804,449279.057082134,영업/정상,2022-11-18,,1,446.5
3120000-104-2022-00214,매머드 익스프레스 명지대점,193139.52394401,453106.002592232,영업/정상,2022-12-20,,1,100.625
3070000-104-2022-00191,메가엠지씨커피 종암점,202997.414932004,455185.125179148,영업/정상,2022-11-23,,1,211.25
3120000-104-2022-00213,컴포즈커피 가재울뉴타운점,192380.048458303,452681.324896508,영업/정상,2022-12-13,,1,613.75
3240000-104-2022-00247,컴포즈커피 굽은다리점,212467.434115035,449047.681507441,영업/정상,2022-12-20,,1,407.375
3230000-104-2022-00398,컴포즈커피 잠실나루역점,209001.844836661,446426.814182263,영업/정상,2022-12-20,,1,362.875
3160000-104-2022-00201,빽다방 공존점,190232.524534335,444978.682746138,영업/정상,2022-11-14,,1,3.75
3030000-104-2022-00162,메가엠지씨커피 신금호역점,201662.343567847,450253.502014011,영업/정상,2022-12-13,,1,188.625
3180000-104-2022-00239,메가엠지씨커피 대림역점,190918.980623705,443464.033607263,영업/정상,2022-12-07,,1,92.875
3230000-104-2022-00404,매머드 익스프레스 거여동점,213267.050604574,443389.586979834,영업/정상,2022-12-29,,1,4.125
3030000-104-2023-00003,컴포즈커피(성동구청점),203017.021457357,451346.281102634,영업/정상,2023-01-06,,1,1085.75
3060000-104-2023-00002,컴포즈커피 중랑망우점,207923.745922676,455090.718335439,영업/정상,2023-01-06,,1,1227.875
3150000-104-2023-00005,빽다방 화곡아덴하임점,186277.225943697,449342.679463194,영업/정상,2023-01-06,,1,180.625
3070000-104-2022-00205,빽다방 월곡 두산위브점,203318.127254872,456078.982123486,영업/정상,2022-12-22,,1,823.5
3230000-104-2023-00009,컴포즈커피 송파몽촌토성점,210157.238160961,445768.958568102,영업/정상,2023-01-06,,1,334.625
3110000-104-2023-00007,메가엠지씨커피 은평갈현시장점,192830.777022866,457905.175410339,영업/정상,2023-01-09,,1,77.0
3100000-104-2023-00004,메가엠지씨커피 공릉신도브래뉴점,206253.255822084,458113.613768452,영업/정상,2023-01-09,,1,319.125
3210000-104-2022-00403,컴포즈커피 서초교대점,201201.601334569,443425.454059617,영업/정상,2022-12-29,,1,0.0
3180000-104-2023-00008,(주)매머드익스프레스 여의도IFC몰,193326.931018911,446973.914570276,영업/정상,2023-01-06,,1,0.0
3010000-104-2023-00015,컴포즈커피 기업은행본점,198743.086421493,451579.913748821,영업/정상,2023-01-30,,1,0.0
3140000-104-2023-00007,메가엠지씨커피 목동14단지점,188571.263720698,446080.039653992,영업/정상,2023-01-30,,1,96.125
3230000-104-2022-00401,메가엠지씨커피 송파오금사거리점,212180.25039375,444556.435391015,영업/정상,2022-12-22,,1,145.75
3040000-104-2023-00006,더벤티 서울군자점,206540.408063644,450231.172775616,영업/정상,2023-01-06,,1,327.25
3010000-104-2023-00004,매머드익스프레스 중림한국경제점,197080.244578503,450912.158916739,영업/정상,2023-01-10,,1,70.875
3240000-104-2023-00001,메가엠지씨커피 강동보훈사거리점,212568.527821537,447453.686764129,영업/정상,2023-01-05,,1,6.875
3100000-104-2022-00173,빽다방 월계인덕대점,205030.232776148,458501.154304426,영업/정상,2022-11-16,,1,406.625
3200000-104-2022-00205,빽다방 난곡세이브점,192627.540499914,441296.663141431,영업/정상,2022-12-06,,1,300.375
3200000-104-2022-00206,메가엠지씨커피 봉천e편한세상점,194981.385094087,441943.973183994,영업/정상,2022-12-06,,1,542.0
3110000-104-2022-00175,매머드익스프레스 불광역점,193666.944625211,456531.755118826,영업/정상,2022-11-16,,1,148.375
3080000-104-2023-00001,메가엠지씨커피 미아솔샘점,202341.516498899,457231.232803655,영업/정상,2023-01-05,,1,245.5
3060000-104-2023-00003,컴포즈커피 중랑면목시장점,207549.933310553,452969.819686892,영업/정상,2023-01-10,,1,187.125
3060000-104-2022-00154,컴포즈커피 면목두산점,207194.927764049,452887.05356083,영업/정상,2022-12-06,,1,400.375
3040000-104-2022-00230,빽다방 구의중앙점,207829.560547452,448477.131348394,영업/정상,2022-12-06,,1,679.25
3160000-104-2022-00204,컴포즈커피 고척아이파크점,187496.6615847,444277.066462678,영업/정상,2022-11-16,,1,53.5
3120000-104-2022-00197,메가엠지씨커피 홍은사거리점,194774.296993754,454564.979637027,영업/정상,2022-11-17,,1,349.0
3170000-104-2022-00113,빽다방 가산로데오점,190106.784903711,441792.675618016,영업/정상,2022-11-24,,1,0.0
3070000-104-2022-00190,메가엠지씨커피 돌곶이역점,205097.497093266,456368.036293742,영업/정상,2022-11-22,,1,76.875
3080000-104-2022-00131,메가엠지씨커피 미아중앙점,202337.667709508,458007.760771775,영업/정상,2022-12-30,,1,56.375
3150000-104-2021-00162,매머드익스프레스 가양스카이밸리점,187160.665637183,450873.017067141,영업/정상,2021-05-25,,1,9.5
3030000-104-2021-00065,컴포즈커피 서울한양대점,203598.117829849,450893.666054961,영업/정상,2021-05-07,,1,71.5
3240000-104-2021-00105,메가엠지씨커피 굽은다리역점,212588.131469531,449225.626166119,영업/정상,2021-05-06,,1,84.375
3230000-104-2021-00150,메가엠지씨커피 삼전역점,207761.510501032,444639.252711457,영업/정상,2021-05-14,,1,150.5
3110000-104-2021-00070,컴포즈커피 은평갈현점,192456.997238279,457441.56408626,영업/정상,2021-05-06,,1,285.375
3190000-104-2021-00064,더벤티,193644.608261142,444190.444166162,영업/정상,2021-05-06,,1,142.375
3140000-104-2021-00126,이디야 목동아델리체점,186813.012918407,446320.017928897,영업/정상,2021-06-22,,1,237.125
3150000-104-2021-00205,이디야 화곡본동시장점,186170.340826232,448896.720002882,영업/정상,2021-06-23,,1,88.125
3160000-104-2021-00117,이디야 구로궁동점,184845.352596193,443966.119987477,영업/정상,2021-06-25,,1,247.25
3110000-104-2021-00101,컴포즈커피 은평갈현시장점,192802.928710966,457913.395782448,영업/정상,2021-06-22,,1,77.0
3060000-104-2021-00085,컴포즈 커피 중랑중화점,206841.43008946,455205.216168994,영업/정상,2021-06-23,,1,579.125
3100000-104-2021-00116,컴포즈커피상계중앙점,206033.023278317,461935.33920381,영업/정상,2021-06-09,,1,519.375
3160000-104-2021-00084,컴포즈커피 천왕이펜하우스점,185751.4305,442064.5905,영업/정상,2021-05-13,,1,164.375
3160000-104-2021-00089,빽다방 구로디지털역점,191061.147248344,442377.125416975,영업/정상,2021-05-17,,1,26.125
3150000-104-2021-00182,컴포즈커피 강서구청점,186651.025909247,450017.832511599,영업/정상,2021-06-09,,1,331.625
3130000-104-2021-00134,컴포즈커피 마포프레스티지자이점,195310.864204116,450080.129868689,영업/정상,2021-05-11,,1,264.75
3200000-104-2021-00110,컴포즈커피 봉일시장점,194555.426657181,442649.53794604,영업/정상,2021-06-09,,1,147.125
3060000-104-2021-00067,빽다방 먹골역점,206859.21503478,456654.831186357,영업/정상,2021-05-27,,1,128.875
