관리번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업상태명,인허가일자,폐업일자,is_alive,population
3220000-104-2023-00486,매머드 익스프레스 서역삼로점,203227.614955727,443644.459494103,영업/정상,2023-09-01,,1,138.125
3150000-104-2023-00175,매머드 익스프레스 서울강서경찰서점,186702.954784169,450002.292659608,영업/정상,2023-07-21,,1,71.875
3160000-104-2023-00131,더벤티 구로우림이비지2차점,190741.158117503,442703.311770946,영업/정상,2023-07-21,,1,0.0
3210000-104-2023-00283,메가엠지씨커피 서초양재점,203387.555054125,441822.527271293,영업/정상,2023-09-01,,1,11.125
3040000-104-2023-00112,메가엠지씨커피 어린이대공원역점,206426.655085685,449379.023708643,영업/정상,2023-07-21,,1,179.875
3010000-104-2023-00169,매머드 익스프레스 황학동점,201668.966675098,452000.627548961,영업/정상,2023-07-21,,1,85.0
3070000-104-2023-00138,매머드 익스프레스 동소문점,201336.049373075,454657.128674363,영업/정상,2023-07-21,,1,235.0
3030000-104-2023-00096,매머드익스프레스 서울숲아이코닉점,203684.281166499,449280.97521227,영업/정상,2023-07-21,,1,363.375
3190000-104-2023-00081,매머드익스프레스 보라매공원점(MAMMOTH EXPRESS),193153.177033349,443251.121433059,영업/정상,2023-07-21,,1,1356.0
3170000-104-2023-00117,메가MGC커피 독산대륭20차점,189920.528610917,440521.85524888,영업/정상,2023-08-23,,1,1.0
3050000-104-2023-00116,빽다방 전농동전동초교점,205317.498292828,452868.48231531,영업/정상,2023-08-23,,1,445.75
3230000-104-2019-00041,이디야커피 석촌백제점,209164.479345122,444833.914973035,영업/정상,2019-02-07,,1,458.25
3230000-104-2019-00113,이디야 송파문정점,211015.735,443424.405,영업/정상,2019-04-01,,1,193.5
3090000-104-2019-00034,이디야 쌍문동점,202338.176087569,460715.069435276,영업/정상,2019-04-01,,1,426.25
3110000-104-2019-00037,이디야  증산동점,191673.91034147,453451.827098474,영업/정상,2019-03-11,,1,376.25
3160000-104-2019-00026,컴포즈커피 신도림1호점,189372.1910653,444854.451693268,영업/정상,2019-02-18,,1,678.0
3140000-104-2019-00029,메가엠지씨커피 목동시장점,188045.843295014,448585.197461245,영업/정상,2019-03-11,,1,415.125
3050000-104-2019-00042,이디야답십리파크자이점,205393.433367381,451620.970949384,영업/정상,2019-03-11,,1,79.125
3080000-104-2019-00025,메가엠지씨 커피 미아역점,202196.765695374,458258.479498955,영업/정상,2019-03-13,,1,93.875
3170000-104-2019-00064,컴포즈 에이스가산타워점,189325.86426015,441551.478093955,영업/정상,2019-04-15,,1,0.0
3220000-104-2019-00219,메가엠지씨커피 한티역점,204774.550316183,443885.217485323,영업/정상,2019-04-15,,1,126.875
3030000-104-2019-00050,컴포즈커피 성수역점,204762.18272976,449148.896432559,영업/정상,2019-04-16,,1,1.25
3170000-104-2019-00084,컴포즈커피 가산스카이밸리점,189603.222916543,441801.135064157,영업/정상,2019-05-24,,1,0.0
3200000-104-2019-00119,커피에반하다 당곡사거리점,193561.493654143,443081.393439309,영업/정상,2019-06-13,,1,72.875
3040000-104-2019-00119,메가엠지씨커피 중곡역점,207314.922256461,451426.847581071,영업/정상,2019-06-03,,1,170.25
3100000-104-2019-00086,빽다방(노원문화의거리점),205430.356783465,461479.613299751,영업/정상,2019-05-03,,1,1.0
3150000-104-2019-00166,메가엠지씨커피 등촌성당점,186282.624499023,450861.093196263,영업/정상,2019-06-13,,1,398.0
3220000-104-2019-00385,메가엠지씨커피 대치학원가점,205124.782658241,444065.28010915,영업/정상,2019-06-13,,1,40.25
3200000-104-2019-00092,컴포즈커피 관악구청점,195752.368315487,441787.91805533,영업/정상,2019-05-07,,1,507.75
3120000-104-2019-00089,메가엠지씨커피 북가좌점,192276.737406319,453314.550222656,영업/정상,2019-05-07,,1,169.75
3210000-104-2022-00085,매머드 익스프레스 양재산기협점,203374.872183672,442019.83955968,영업/정상,2022-03-24,,1,240.375
3210000-104-2022-00086,매머드 익스프레스 서초점,200698.780989184,442836.047410118,영업/정상,2022-03-24,,1,635.25
3010000-104-2019-00097,매머드 익스프레스 청계다동점,198306.906186523,451770.331281519,영업/정상,2019-04-10,,1,0.0
3170000-104-2019-00077,메가엠지씨커피 시흥중앙점,191901.801156562,438767.702902668,영업/정상,2019-05-07,,1,139.625
3070000-104-2019-00090,EDIYA COFFEE 이디야커피 석관동점,205530.525661614,455979.625086842,영업/정상,2019-05-28,,1,609.125
3100000-104-2019-00109,메가엠지씨커피 노원중앙점,205627.966331457,461449.99988035,영업/정상,2019-05-27,,1,9.875
3000000-104-2019-00099,빽다방 안국역점,198715.720839493,452763.43100308,영업/정상,2019-05-08,,1,16.75
3010000-104-2019-00149,이디야커피,199815.763550928,451141.619094066,영업/정상,2019-05-29,,1,124.375
3150000-104-2019-00114,매머드 익스프레스 까치산역점,186374.840558934,447846.280989393,영업/정상,2019-04-29,,1,87.625
3100000-104-2019-00104,메가엠지씨커피석계역점,205680.753859868,456996.048176249,영업/정상,2019-05-20,,1,110.0
3180000-104-2019-00119,빽다방동여의도점,193896.282065175,446442.571421294,영업/정상,2019-05-02,,1,1236.25
3060000-104-2019-00057,메가엠지씨커피 중랑역점,206556.148986381,454633.631796621,영업/정상,2019-04-19,,1,645.0
3240000-104-2019-00105,만랩커피 강동ECT점,211593.934605677,448339.419070414,영업/정상,2019-05-10,,1,1626.5
3190000-104-2019-00100,더벤티 중앙대점,196367.9022863,444996.545108257,영업/정상,2019-06-19,,1,161.125
3170000-104-2019-00092,컴포즈커피 가산디지털단지역점,189662.959175776,442139.514492212,영업/정상,2019-06-05,,1,0.0
3170000-104-2019-00102,이디야 가산하이엔드10차점,189975.894746956,440742.223479611,영업/정상,2019-06-20,,1,1.25
3230000-104-2019-00160,매머드익스프레스 (경찰병원점),210732.145627948,443731.087627262,영업/정상,2019-05-09,,1,324.5
3120000-104-2019-00119,매머드익스프레스 이대점,195155.26476378,450709.840433705,영업/정상,2019-06-17,,1,133.25
3160000-104-2019-00082,메가엠지씨커피 개봉북부역,187529.287048056,443706.916313441,영업/정상,2019-05-16,,1,879.0
3240000-104-2023-00112,컴포즈커피 강동고덕역점,213545.481603233,450269.25482135,영업/정상,2023-06-14,,1,140.25
3010000-104-2023-00135,메가엠지씨커피 충무로저동점,199093.359085034,451180.099833003,영업/정상,2023-06-15,,1,36.125
3150000-104-2023-00134,컴포즈커피 등촌현대점,187690.911100744,449259.3503875,영업/정상,2023-06-12,,1,207.875
3150000-104-2023-00135,매머드익스프레스 마곡호서대점,185810.082788379,451085.609149833,영업/정상,2023-06-12,,1,391.875
3050000-104-2023-00079,컴포즈커피 신설동역점,202196.00674169,452640.374792529,영업/정상,2023-06-12,,1,166.75
3060000-104-2023-00062,빽다방중화동제일시장점,206748.592268167,455911.491098622,영업/정상,2023-06-12,,1,186.875
3220000-104-2023-00330,빽다방 일원영희초교점,207200.388964715,443261.723410453,영업/정상,2023-06-22,,1,222.625
3220000-104-2023-00305,컴포즈 커피(COMPOSE COFFEE) 대치중앙점,205183.09842094,444313.857274375,영업/정상,2023-06-12,,1,157.875
3030000-104-2023-00082,매머드익스프레스뚝섬역5번점,204269.069740427,449321.984023766,영업/정상,2023-06-27,,1,33.75
3090000-104-2023-00052,더벤티 도봉보건소사거리점,203463.231373928,461610.580496224,영업/정상,2023-06-15,,1,424.625
3240000-104-2023-00116,이디야커피 고덕강일2지구점,215466.920457331,452250.027592269,영업/정상,2023-06-15,,1,0.625
3210000-104-2023-00174,매머드익스프레스 방배카페골목점,198702.564835484,443672.060220404,영업/정상,2023-06-12,,1,34.875
3100000-104-2023-00098,빽다방 월계롯데캐슬루나점,204325.989587591,458245.314994,영업/정상,2023-06-15,,1,419.5
3140000-104-2023-00151,매머드익스프레스 신정교점,188763.052500197,446242.825039693,영업/정상,2023-06-29,,1,70.875
3050000-104-2023-00083,매머드익스프레스 제기동역점,202858.410499474,452848.175433752,영업/정상,2023-06-23,,1,1142.125
3110000-104-2023-00097,컴포즈커피 연신내로데오점,192795.636967069,457570.685677382,영업/정상,2023-06-13,,1,145.625
3000000-104-2023-00082,이디야 경복궁역점,197475.456683105,452713.481753987,영업/정상,2023-06-29,,1,87.875
3120000-104-2023-00125,컴포즈커피 이화여대점,195119.290041442,450712.203292397,영업/정상,2023-06-26,,1,133.25
3120000-104-2023-00127,메가엠지씨커피 아현역점,196030.361275336,450665.925027885,영업/정상,2023-06-28,,1,446.375
3090000-104-2023-00056,더벤티 쌍문역점,203003.996731941,460781.23729772,영업/정상,2023-06-29,,1,368.375
3210000-104-2023-00205,이디야 국립국악원 예악당,200732.736368754,441797.039635718,영업/정상,2023-06-29,,1,0.0
3210000-104-2023-00180,매머드익스프레스 예술의전당앞점,201033.209038769,442119.546873602,영업/정상,2023-06-13,,1,171.625
3180000-104-2023-00177,매머드익스프레스 문래에이스NS타워점,189825.743146319,446574.176568125,영업/정상,2023-06-26,,1,103.375
3180000-104-2023-00170,빽다방여의도역점,193306.330043669,446582.782311218,영업/정상,2023-06-19,,1,8.5
3100000-104-2023-00103,빽다방 상계백병원점,205426.093098282,460800.073453941,영업/정상,2023-06-21,,1,228.5
3170000-104-2023-00083,메가엠지씨커피 가산그레이트밸리점,189982.344533404,441928.69040241,영업/정상,2023-06-19,,1,2.5
3220000-104-2023-00326,메가엠지씨커피 강남못골도서관점,208422.856918085,441097.917189004,영업/정상,2023-06-21,,1,109.125
3020000-104-2024-00006,컴포즈커피 용산원효로점,196286.203717782,448063.809360673,영업/정상,2024-01-08,,1,145.0
3140000-104-2020-00128,메가엠지씨커피 목동파라곤점,188895.844080632,447480.979609884,영업/정상,2020-08-03,,1,1456.125
3070000-104-2011-00174,이디야,202925.57087047,455253.523708402,영업/정상,2011-11-28,,1,150.875
3110000-104-2014-00030,이디야 연신내통일로점,192892.314435076,457653.474889533,영업/정상,2014-03-21,,1,256.125
3110000-104-2014-00035,이디야 응암오거리점,192611.015743156,454290.65548528,영업/정상,2014-04-10,,1,69.875
3110000-104-2015-00092,빽다방 불광역점,193703.162581488,456569.626911654,영업/정상,2015-07-09,,1,148.375
3070000-104-2011-00159,이디야,203032.321045745,456492.313932503,영업/정상,2011-10-12,,1,98.625
3070000-104-2011-00126,메가엠지씨커피(정릉보국문점),200690.314159871,456534.449923178,영업/정상,2011-07-22,,1,160.125
3210000-104-2014-00183,이디야 양재언남점,203950.417280847,441056.732472795,영업/정상,2014-09-16,,1,323.0
3140000-104-2016-00140,빽다방 등촌역점,188253.377395195,449654.079008626,영업/정상,2016-06-24,,1,82.125
3210000-104-2014-00245,이디야 서울교대점,201176.848915025,443063.207260992,영업/정상,2014-11-26,,1,24.875
3010000-104-2016-00088,만랩커피,199569.075587635,450899.280902089,영업/정상,2016-03-16,,1,25.5
3010000-104-2016-00042,이디야커피,199942.447719835,451369.885191892,영업/정상,2016-02-22,,1,43.125
3120000-104-2015-00163,이디야 가재울 중앙점,192672.067512964,452221.960661496,영업/정상,2015-11-04,,1,749.875
3210000-104-2015-00031,이디야커피 함지박사거리,199039.887438249,443553.731206649,영업/정상,2015-02-11,,1,267.625
3210000-104-2015-00032,메가엠지씨커피 사랑의교회점,200636.110300637,442990.726360647,영업/정상,2015-02-12,,1,0.0
3210000-104-2014-00151,이디야 서초역점,200683.782511343,442834.892663289,영업/정상,2014-07-24,,1,635.25
3210000-104-2015-00168,빽다방 서초역점,200667.104434599,443263.221961308,영업/정상,2015-07-21,,1,52.875
3210000-104-2012-00179,이디야 커피(EDIYA COFFEE),202962.207813123,442366.929774694,영업/정상,2012-11-30,,1,0.0
3010000-104-2013-00085,이디야커피 한국은행점,198071.746367713,451018.630018879,영업/정상,2013-06-20,,1,3.125
3210000-104-2015-00221,빽다방 반포고투몰2호점,200367.588604211,444873.437818732,영업/정상,2015-09-16,,1,1.0
3010000-104-2010-00064,이디야커피명동중앙점,198630.43843018,451188.085583623,영업/정상,2010-04-13,,1,29.25
3140000-104-2015-00076,이디야신월7동점,185164.274611167,446701.013450812,영업/정상,2015-05-29,,1,124.625
3030000-104-2010-00045,컴포즈커피 화양사거리점,205753.250469411,449482.033814702,영업/정상,2010-08-25,,1,4.375
3140000-104-2014-00059,컴포즈커피오목교점,188953.066831076,447333.569187997,영업/정상,2014-04-22,,1,170.625
3010000-104-2010-00189,매머드 익스프레스 동대문맥스타일점,200863.594130764,451837.481623546,영업/정상,2010-11-03,,1,5.375
3010000-104-2009-00269,컴포즈커피 서소문점,197556.040096164,451208.371311458,영업/정상,2009-08-17,,1,3.5
3010000-104-2012-00076,이디야커피 을지로중앙점,199375.457122435,451359.013751659,영업/정상,2012-05-07,,1,9.875
3140000-104-2011-00126,이디야(신정네거리역점),186904.1507792,446604.608490055,영업/정상,2011-08-25,,1,144.5
3010000-104-2018-00170,매머드 익스프레스 남산점,198447.629369307,450791.988371166,영업/정상,2018-06-19,,1,594.0
3020000-104-2014-00020,이디야커피,197737.246366776,446496.569265877,영업/정상,2014-03-19,,1,15.5
3120000-104-2002-00098,아라마크(주) 연세의료원 의과대 이디야커피,194584.959249312,451381.585492051,영업/정상,2002-12-20,,1,0.0
3010000-104-1999-12138,매머드 익스프레스 시청점,197859.828690248,451364.299038104,영업/정상,1999-08-03,,1,0.625
3070000-104-2007-00055,이디야 동덕여대점,203700.163051298,455683.541784464,영업/정상,2007-10-29,,1,131.875
3020000-104-2016-00078,매머드 익스프레스 남영역점,197495.818710273,448806.677034283,영업/정상,2016-06-27,,1,255.75
3010000-104-2014-00231,매머드 익스프레스 을지로입구점,198479.304760521,451668.361178887,영업/정상,2014-11-03,,1,1.25
3020000-104-2017-00001,이디야커피,196587.899428603,448703.034983184,영업/정상,2017-01-02,,1,12.375
3020000-104-2017-00002,이디야커피 삼각지점,197319.457443611,447689.430687128,영업/정상,2017-01-04,,1,50.5
3010000-104-2015-00200,빽다방명동중앙우체국점,198327.077078911,451128.838788045,영업/정상,2015-11-06,,1,10.0
3010000-104-2018-00156,매머드커피 장교빌딩점,198744.433228989,451677.065126229,영업/정상,2018-05-29,,1,0.625
3020000-104-2014-00086,빽다방 원효용문시장점,196506.975091736,448157.36945739,영업/정상,2014-07-31,,1,107.625
3070000-104-2010-00017,빽다방 안암역점,202589.797678382,453818.371150423,영업/정상,2010-02-12,,1,20.5
3120000-104-2016-00040,명지대 빽다방,193331.054533799,453114.77117631,영업/정상,2016-03-15,,1,277.75
3110000-104-2018-00105,이디야 백련산아이파크점,192766.423638487,454777.82536746,영업/정상,2018-07-16,,1,424.125
3020000-104-2016-00062,더벤티 한남오거리점(the Venti),200536.642905555,447870.182620947,영업/정상,2016-05-31,,1,10.5
3110000-104-2018-00077,이디야 불광중앙점,193901.054217708,456670.845810295,영업/정상,2018-05-25,,1,31.125
3020000-104-2018-00080,만랩커피용산문배케이씨씨점,197174.051386224,448392.25419117,영업/정상,2018-07-18,,1,756.75
3140000-104-2017-00173,메가MGC커피 목동굿모닝탑점,188500.639656685,447270.178926895,영업/정상,2017-11-01,,1,29.0
3020000-104-2015-00016,이디야,197209.801664776,448710.784922372,영업/정상,2015-03-02,,1,263.0
3020000-104-2015-00093,이디야커피순천향병원점,200455.14401596,447866.831310941,영업/정상,2015-10-07,,1,45.75
3020000-104-2014-00143,빽다방용산국방부점,197762.695992203,447959.820938104,영업/정상,2014-12-16,,1,89.25
3070000-104-2008-00025,빽다방 월곡역점,203650.819277724,455630.293665959,영업/정상,2008-04-22,,1,527.5
3110000-104-2011-00045,메가엠지씨커피 신응암시장점,192672.297611538,454601.653626259,영업/정상,2011-03-28,,1,144.0
3210000-104-2013-00151,이디야 남부터미널점,201599.305895771,442506.965464971,영업/정상,2013-09-06,,1,138.625
3110000-104-2015-00133,빽다방(응암역이마트점),192783.528966309,455301.274026782,영업/정상,2015-09-11,,1,451.875
3110000-104-2015-00134,빽다방 연신내역점,192832.659215943,457389.297072973,영업/정상,2015-09-11,,1,142.25
3110000-104-2012-00066,이디야 커피 서광교회점,192788.982045587,458383.256731492,영업/정상,2012-05-16,,1,183.0
3210000-104-2012-00079,이디야커피,200367.588604211,444873.437818732,영업/정상,2012-06-11,,1,1.0
3210000-104-2013-00196,만랩커피 방배1호점,198666.458378276,443897.1504814,영업/정상,2013-11-25,,1,273.375
3210000-104-2013-00130,빽다방 반포고투몰점,200367.588604211,444873.437818732,영업/정상,2013-08-01,,1,1.0
3140000-104-2012-00123,이디야커피양천구청점,187758.0753401,445907.064446739,영업/정상,2012-10-26,,1,662.625
3010000-104-2016-00033,빽다방 남대문시장점,197839.19667449,450686.203995671,영업/정상,2016-02-12,,1,0.0
3110000-104-2013-00116,매머드익스프레스 은평구청점,193654.378125665,455534.538697906,영업/정상,2013-12-06,,1,329.5
3120000-104-2013-00020,아라마크(주) 연세의료원 ABMRC 이디야커피,194584.959249312,451381.585492051,영업/정상,2013-02-20,,1,0.0
3140000-104-2018-00083,이디야 신정서부점,185638.316895237,445567.662820864,영업/정상,2018-05-30,,1,345.625
3210000-104-2012-00050,이디야커피내방역점,199426.230233863,442815.667094508,영업/정상,2012-04-06,,1,3.875
3110000-104-2012-00126,이디야,193482.909063502,456271.248152724,영업/정상,2012-12-03,,1,197.125
3110000-104-2015-00150,빽다방 은평초교점,194095.17808192,455431.232039064,영업/정상,2015-10-16,,1,56.75
3120000-104-2015-00109,이디야(북가좌동점),192116.343703781,453464.84563826,영업/정상,2015-07-22,,1,350.875
3140000-104-2018-00114,컴포즈커피 목동점,189214.609593464,448157.690643506,영업/정상,2018-07-10,,1,289.625
3110000-104-2013-00061,이디야 커피,192657.985253859,456631.661380687,영업/정상,2013-06-28,,1,446.5
3030000-104-2018-00064,컴포즈커피 성수점,204137.757665773,449333.799034518,영업/정상,2018-05-02,,1,132.0
3070000-104-2009-00059,이디야 커피 한성대점,200815.10615205,453764.792287494,영업/정상,2009-07-10,,1,397.625
3110000-104-2013-00079,이디야 구파발역점,192812.253774617,459266.981388393,영업/정상,2013-08-22,,1,394.375
3010000-104-2016-00122,이디야,199601.718387574,451011.663908753,영업/정상,2016-04-26,,1,82.5
3120000-104-2015-00048,이디야 연남동점,193559.689489602,451122.684993594,영업/정상,2015-04-08,,1,184.0
3030000-104-2016-00164,이디야 커피,202101.398694057,450358.716765773,영업/정상,2016-11-08,,1,509.125
3210000-104-2015-00190,빽다방 서초우성점,202523.427385959,443426.91462957,영업/정상,2015-08-25,,1,124.0
3120000-104-2015-00118,컴포즈커피 서대문경찰서점,197144.015440398,451197.975972853,영업/정상,2015-08-03,,1,184.375
3120000-104-2013-00009,아라마크(주) 연세의료원 종합관 이디야커피,194584.959249312,451381.585492051,영업/정상,2013-01-23,,1,0.0
3010000-104-2019-00157,메가엠지씨커피 동대문점,200624.808302053,451726.759418737,영업/정상,2019-05-31,,1,10.875
3170000-104-2019-00103,매머드익스프레스 시흥동점,192222.412142273,438679.749567605,영업/정상,2019-06-24,,1,50.375
3220000-104-2019-00421,이디야 논현학동점,202413.749980215,445761.483091564,영업/정상,2019-06-26,,1,136.625
3150000-104-2019-00145,메가엠지씨커피방화역점,183438.673656262,452893.622300597,영업/정상,2019-05-22,,1,544.375
3220000-104-2019-00411,컴포즈커피 논현영동시장점,202059.536844957,445053.993244327,영업/정상,2019-06-24,,1,150.0
3200000-104-2019-00132,빽다방 보라매타운점,193335.399293698,443291.231245754,영업/정상,2019-06-25,,1,212.25
3190000-104-2019-00105,컴포즈커피 성대시장점,193910.628369741,444143.826124278,영업/정상,2019-06-24,,1,66.75
3140000-104-2019-00120,메가엠지씨커피 목동파리공원점,189212.074951921,448218.44369401,영업/정상,2019-06-24,,1,290.875
3090000-104-2019-00074,메가엠지씨커피 쌍문세라믹점,203039.533810061,461898.854004537,영업/정상,2019-08-01,,1,487.0
3150000-104-2019-00273,더벤티 까치산역점,186379.959178694,447815.588954133,영업/정상,2019-09-27,,1,87.625
3110000-104-2019-00186,이디야커피 (역촌진흥로점),192747.827313936,455385.555596068,영업/정상,2019-09-30,,1,451.0
3200000-104-2019-00189,메가엠지씨커피 낙성대역점,196571.376338921,441754.121622412,영업/정상,2019-09-26,,1,561.625
3180000-104-2019-00248,이디야커피 신길성애병원점,192993.454938052,445517.377987492,영업/정상,2019-09-25,,1,387.0
3020000-104-2019-00092,이디야용문점,196495.479644986,448177.995441343,영업/정상,2019-07-10,,1,103.375
3110000-104-2019-00178,이디야 본서부병원점,193055.119702533,455445.92391997,영업/정상,2019-09-19,,1,367.875
3130000-104-2019-00252,이디야 신촌숲아이파크점,194134.552742402,449869.274982304,영업/정상,2019-09-19,,1,870.75
3150000-104-2019-00239,메가엠지씨커피발산중앙점,185548.553179284,450041.387360647,영업/정상,2019-08-22,,1,396.25
3150000-104-2019-00240,컴포즈커피(마곡퀸즈파크나인점),185371.298773738,450793.771245265,영업/정상,2019-08-22,,1,0.625
3170000-104-2019-00136,이디야커피 가산오거리점,190205.480763603,441855.395697531,영업/정상,2019-09-06,,1,149.0
3190000-104-2019-00110,매머드익스프레스 숭실대점,196130.717703515,443655.266993283,영업/정상,2019-07-08,,1,266.125
3000000-104-2019-00173,이디야,199783.918141466,453483.532108771,영업/정상,2019-09-02,,1,247.875
3240000-104-2019-00163,메가커피,211205.932552687,449882.950636731,영업/정상,2019-07-29,,1,219.25
3050000-104-2019-00115,메가엠지씨커피회기역점,204996.925029444,454171.137775215,영업/정상,2019-07-08,,1,255.25
3110000-104-2019-00142,메가엠지씨커피 구산사거리점,192087.613820828,456819.511144865,영업/정상,2019-07-23,,1,112.375
3150000-104-2019-00204,메가 엠지씨 커피 신방화역점,183831.936163085,451671.901163216,영업/정상,2019-07-23,,1,426.375
3150000-104-2019-00259,더벤티 마곡나루역점,184622.97567944,451753.272697864,영업/정상,2019-09-06,,1,339.0
3120000-104-2019-00175,메가엠지씨커피 명지대점,192922.795142276,452984.652487654,영업/정상,2019-09-02,,1,157.0
3040000-104-2019-00168,매머드커피 건대후문점,206685.852736958,449228.796631785,영업/정상,2019-08-12,,1,203.375
3070000-104-2019-00120,메가엠지씨커피 길음뉴타운점,201514.970976778,456137.102062808,영업/정상,2019-07-03,,1,792.875
3150000-104-2019-00193,빽다방 화곡역점,185657.465512704,448805.55684262,영업/정상,2019-07-09,,1,372.625
3150000-104-2019-00229,메가엠지씨커피 마곡중앙점,185259.185267583,450932.359772264,영업/정상,2019-08-14,,1,0.0
3160000-104-2019-00123,메가엠지씨커피 오류남부점,185962.576833386,443220.787055072,영업/정상,2019-07-26,,1,392.5
3170000-104-2019-00113,컴포즈커피 가산로데오점,189917.493331104,442031.656022304,영업/정상,2019-07-09,,1,9.0
3030000-104-2019-00137,메가엠지씨커피 답십리로데오점,204681.230763659,451344.459719841,영업/정상,2019-10-01,,1,489.125
3200000-104-2019-00167,컴포즈커피,193505.420026821,442390.586441286,영업/정상,2019-08-26,,1,321.5
3180000-104-2019-00253,메가엠지씨커피 문래에이스하이테크점,190996.357288859,445841.377603245,영업/정상,2019-10-02,,1,0.0
3230000-104-2019-00374,이디야커피 송파올림픽훼미리타운점,210045.748264305,442930.687284628,영업/정상,2019-10-01,,1,178.5
3210000-104-2019-00283,메가엠지씨커피 교대역점,201149.635279701,443249.376340374,영업/정상,2019-10-01,,1,4.25
3060000-104-2019-00130,메가엠지씨커피 먹골역점,206777.731391054,456837.219624564,영업/정상,2019-07-31,,1,867.875
3140000-104-2019-00155,매머드 익스프레스 등촌역점,188191.738789008,449595.827555769,영업/정상,2019-08-13,,1,178.25
3110000-104-2019-00152,빽다방 응암대림시장점,192526.779016383,453878.304268116,영업/정상,2019-08-13,,1,103.125
3170000-104-2022-00035,매머드익스프레스가산IT프리미어타워점,189778.774504778,441302.111937219,영업/정상,2022-04-11,,1,1.25
3240000-104-2022-00078,메가엠지씨커피 강동역점,211855.343463796,448152.725612274,영업/정상,2022-04-11,,1,384.25
3030000-104-2022-00047,컴포즈커피 금호사거리점,202175.117943358,449552.518994644,영업/정상,2022-04-11,,1,255.75
3060000-104-2022-00051,메가엠지씨커피 먹골중앙점,206784.137676923,456364.6175168,영업/정상,2022-04-07,,1,125.875
3130000-104-2022-00086,메가엠지씨커피 서울공덕초교점,195902.89248976,449176.91791399,영업/정상,2022-04-08,,1,327.625
3060000-104-2022-00052,컴포즈커피 상봉역점,207542.502684761,454699.933274651,영업/정상,2022-04-08,,1,345.75
3170000-104-2022-00038,빽다방 가산AP타워점,190021.956927088,440609.209534256,영업/정상,2022-04-14,,1,1.25
3180000-104-2022-00076,매머드익스프레스 여의도역점,193209.283508484,446474.956573488,영업/정상,2022-04-14,,1,188.25
3240000-104-2022-00085,이디야 고덕교차로점,215176.795646392,450585.301230896,영업/정상,2022-04-14,,1,80.0
3040000-104-2022-00084,컴포즈커피 세종대학교점,206416.51929965,449545.793315913,영업/정상,2022-04-14,,1,1.25
3140000-104-2022-00090,컴포즈커피 목동사랑시장점,188077.561456513,448555.32693208,영업/정상,2022-04-15,,1,415.125
3170000-104-2022-00039,빽다방 가산그레이트점,189982.344533404,441928.69040241,영업/정상,2022-04-15,,1,2.5
3070000-104-2024-00165,더벤티,203110.179028508,454453.3978732,영업/정상,2024-09-05,,1,18.625
3150000-104-2024-00211,더벤티 강서가양점,186100.510385877,452014.501940074,영업/정상,2024-09-06,,1,454.375
3150000-104-2024-00209,감성커피(등촌중앙점),187841.80382766,448320.727217783,영업/정상,2024-09-05,,1,181.375
3230000-104-2024-00333,더벤티 석촌중앙점,208673.596414566,444629.587386812,영업/정상,2024-09-06,,1,425.125
3180000-104-2024-00314,매머드익스프레스디앤써밋 영등포점,192165.93453037,446508.000792709,영업/정상,2024-09-27,,1,302.625
3100000-104-2024-00179,컴포즈커피 상계보람점,205707.281107587,462498.174061411,영업/정상,2024-09-24,,1,408.5
3130000-104-2024-00246,메가엠지씨커피 상수로데오점,192920.537855245,449589.550729975,영업/정상,2024-09-27,,1,84.875
3140000-104-2024-00190,메가엠지씨커피 신정교사거리점,188775.802463919,446300.797031525,영업/정상,2024-09-27,,1,156.125
3010000-104-2024-00252,컴포즈커피 회현SK리더스점,198219.475276246,450761.443791768,영업/정상,2024-09-11,,1,583.875
3160000-104-2024-00183,빽다방 구로대륭포스트8차점,190586.019686377,442101.685544921,영업/정상,2024-09-10,,1,1.25
3220000-104-2024-00661,메가엠지씨커피 역삼럭키점,203338.810480721,443306.411569297,영업/정상,2024-10-07,,1,18.625
3160000-104-2024-00203,매머드익스프레스 구로지플러스타워점,190887.117653337,442324.745872584,영업/정상,2024-10-16,,1,0.0
3190000-104-2024-00090,빽다방 대림성모점,191803.524952767,443132.741584701,영업/정상,2024-09-19,,1,30.5
3060000-104-2024-00096,매머드커피(묵동 자이점),206777.731391054,456837.219624564,영업/정상,2024-10-07,,1,867.875
3220000-104-2024-00665,메가엠지씨커피 강남해링턴타워점,202562.731919583,443869.275108259,영업/정상,2024-10-07,,1,451.625
3190000-104-2024-00099,메가엠지씨커피 상도더샵점,194689.174788011,444373.162899395,영업/정상,2024-10-18,,1,305.125
3000000-104-2024-00118,메가엠지씨커피 종로평창점,197021.004075546,456014.734189813,영업/정상,2024-08-29,,1,84.5
3030000-104-2024-00092,메가엠지씨커피 성수지구대점,204687.36090016,449514.38481225,영업/정상,2024-08-29,,1,24.875
3110000-104-2024-00133,메가엠지씨커피 은평불광초점,193950.934604449,456619.321843062,영업/정상,2024-09-19,,1,359.75
3070000-104-2024-00160,매머드익스프레스 국민대후문점,199883.860135693,456384.737728758,영업/정상,2024-09-02,,1,134.75
3110000-104-2024-00157,매머드 익스프레스 응암대림시장점,192568.183164958,454016.689865438,영업/정상,2024-10-23,,1,224.0
3170000-104-2024-00089,메가엠지씨커피 금천시흥유통상가점,191435.566658294,437850.294985717,영업/정상,2024-08-22,,1,43.0
